Celeb_Real,Celeb_Fake
,0.187739464
,0.01572327
,0.039393939
,0
,0
,0.007633588
,0.015772871
,0.003194888
,0
,0
,0.13740458
,0.003095975
,0.081818182
,0.003344482
,0
,0
,0.00621118
,0
,0
,0
,0.166037736
,0.00623053
,0.075757576
,0
,0
,0
,0
,0.06918239
,0.01010101
,0
,0
,0.009677419
,0.021212121
,0.003194888
,0.136507937
,0.009677419
,0.024390244
,0
,0.006060606
,0
,0
,0.158730159
,0.010660981
,0.008955224
,0.009493671
,0.024464832
,0
,0.012121212
,0
,0
,0.038095238
,0.002083333
,0.020958084
,0.005970149
,0.003236246
,0.009118541
,0
,0.015151515
,0.003194888
,0
,0.153354633
,0.022774327
,0.01497006
,0.005952381
,0.006451613
,0.018348624
,0
,0.009090909
,0
,0.012448133
,0.008955224
,0
,0.024242424
,0
,0
,0.028481013
,0.010288066
,0.017964072
,0.005952381
,0
,0.039274924
,0
,0.009090909
,0.003194888
,0
,0.057692308
,0.008583691
,0
,0.002985075
,0.003225806
,0.015337423
,0
,0
,0
,0.05362776
,0
,0
,0
,0.036585366
,0
,0
,0
,0.045774648
,0
,0
,0
,0.005847953
,0
,0.090116279
,0
,0
,0.046263345
,0
,0
,0
,0.005847953
,0
,0.10982659
,0
,0
,0.009677419
,0.081850534
,0
,0.003154574
,0
,0.020467836
,0
,0.21574344
,0
,0
,0
,0.039007092
,0
,0.015772871
,0
,0
,0
,0.127906977
,0
,0.003144654
,0.00990099
,0.067615658
,0
,0.012618297
,0
,0.029239766
,0.040935673
,0.199421965
,0
,0
,0.00974026
,0.187943262
,0
,0.009463722
,0
,0.058479532
,0.00877193
,0.153179191
,0
,0
,0
,0.039007092
,0
,0.015772871
,0
,0.020467836
,0
,0.089855072
,0
,0
,0.009708738
,0.067375887
,0.006825939
,0
,0
,0
,0.002923977
,0.11627907
,0
,0
,0
,0.074733096
,0
,0.003154574
,0
,0.020467836
,0.005847953
,0.106936416
,0
,0.008650519
,0
,0.016620499
,0.015151515
,0
,0.01703163
,0
,0.032352941
,0.026785714
,0.00591716
,0.008650519
,0.003134796
,0.020114943
,0.027607362
,0
,0.009950249
,0
,0.088757396
,0.027108434
,0.006920415
,0
,0.011940299
,0.033333333
,0.00990099
,0
,0.029673591
,0.00295858
,0.003460208
,0
,0.016949153
,0.03343465
,0
,0.016908213
,0
,0.023668639
,0.023738872
,0.006920415
,0.003134796
,0.018292683
,0.042553191
,0.008928571
,0.007633588
,0
,0.161764706
,0.077380952
,0.00295858
,0.008650519
,0
,0.002906977
,0.069908815
,0
,0.021634615
,0
,0.049853372
,0.041543027
,0
,0.006920415
,0.006269592
,0.020710059
,0.024316109
,0
,0.014814815
,0
,0.046920821
,0.05952381
,0.006920415
,0.018808777
,0.020057307
,0.024316109
,0
,0.01754386
,0
,0.015015015
,0.00295858
,0.006920415
,0
,0.01754386
,0.018237082
,0
,0.007228916
,0
,0.029585799
,0.017751479
,0.534090909
,0.004658385
,0.097505669
,0.063934426
,0.1775
,0.163481953
,0.007380074
,0.051150895
,0.028938907
,0
,0.306818182
,0
,0.042792793
,0.052459016
,0.047738693
,0.095541401
,0
,0.033678756
,0.019292605
,0
,0.232209738
,0
,0.041942605
,0.024590164
,0.124378109
,0.091489362
,0.003663004
,0.038363171
,0.019292605
,0
,0.374045802
,0
,0.069196429
,0.068181818
,0.110638298
,0.003636364
,0.046391753
,0.006430868
,0.505617978
,0
,0.072234763
,0.045826514
,0.156171285
,0.118393235
,0.018115942
,0.041025641
,0.028938907
,0
,0.402985075
,0
,0.085393258
,0.059016393
,0.149870801
,0.117021277
,0.022222222
,0.042929293
,0.01607717
,0
,0.34469697
,0
,0.070294785
,0.099255583
,0.131914894
,0
,0.054455446
,0.009646302
,0
,0.475285171
,0
,0.070135747
,0.082474227
,0.134042553
,0
,0.079283887
,0.045016077
,0.203065134
,0
,0.047511312
,0.035443038
,0.070512821
,0
,0.027638191
,0
,0
,0
,0
,0
,0
,0
,0.013513514
,0
,0.006896552
,0
,0.012295082
,0
,0
,0.00407332
,0
,0
,0.019230769
,0
,0.009237875
,0
,0.002053388
,0
,0
,0
,0
,0
,0.005940594
,0
,0.004683841
,0
,0
,0
,0
,0
,0.002304147
,0
,0
,0
,0
,0
,0
,0.002325581
,0.011881188
,0.017361111
,0.006976744
,0
,0
,0
,0
,0
,0
,0.002298851
,0.025742574
,0
,0.004494382
,0
,0.004081633
,0
,0
,0
,0
,0
,0.033663366
,0.010869565
,0
,0.014256619
,0
,0.006637168
,0
,0
,0
,0.140384615
,0.010452962
,0.01826484
,0
,0
,0
,0
,0.00203666
,0
,0.00990099
,0.003533569
,0.013729977
,0
,0
,0
,0
,0
,0.001980198
,0.003496503
,0
,0
,0.002040816
,0
,0
,0
,0
,0
,0.035643564
,0.007142857
,0
,0.002040816
,0
,0.006637168
,0
,0
,0
,0.027722772
,0.016949153
,0
,0
,0
,0
,0
,0.00203666
,0
,0
,0.05
,0.003484321
,0.002331002
,0
,0
,0
,0.002202643
,0.00407332
,0
,0
,0.028846154
,0.021201413
,0
,0
,0.006160164
,0
,0
,0.00203666
,0
,0
,0.003846154
,0.003508772
,0
,0.003058104
,0.121076233
,0.005571031
,0
,0.056053812
,0.208416834
,0.018604651
,0.00877193
,0.025404157
,0.134117647
,0.138248848
,0
,0
,0.034246575
,0.094188377
,0.008639309
,0.002197802
,0.004597701
,0.005905512
,0.033175355
,0.059633028
,0.002666667
,0
,0.025700935
,0.076305221
,0.002197802
,0.00921659
,0.028169014
,0.120930233
,0
,0
,0.104417671
,0.012195122
,0.002197802
,0.006944444
,0.035294118
,0.148837209
,0.00536193
,0
,0.158316633
,0
,0.002197802
,0.018390805
,0.038004751
,0.111111111
,0.008379888
,0
,0.043181818
,0.115537849
,0.004842615
,0.013186813
,0.027459954
,0.09478673
,0.123287671
,0.008196721
,0.002155172
,0.092369478
,0.002386635
,0.002197802
,0.002309469
,0.00210084
,0.067915691
,0.196347032
,0.021798365
,0
,0.054631829
,0.12248996
,0.035211268
,0.010989011
,0.025229358
,0.025793651
,0.081775701
,0.049295775
,0.003154574
,0.019354839
,0.065853659
,0
,0.008908686
,0.00886918
,0.016666667
,0.052272727
,0.016025641
,0.022580645
,0.012106538
,0
,0.037280702
,0
,0.023504274
,0.023201856
,0.016233766
,0.029126214
,0.002475248
,0
,0.00886918
,0
,0.018987342
,0.003454231
,0.071100917
,0.013468013
,0.061688312
,0.02189781
,0
,0.00856531
,0.002217295
,0.027600849
,0.001733102
,0.025287356
,0
,0.029126214
,0.04842615
,0
,0.062222222
,0.006651885
,0.025586354
,0.061784897
,0
,0.006493506
,0.021634615
,0
,0.032397408
,0.017738359
,0.02360515
,0.027334852
,0.030120482
,0.022508039
,0.018867925
,0
,0.033112583
,0.011086475
,0.018789144
,0.025114155
,0.014545455
,0.041935484
,0.004842615
,0
,0.002183406
,0.006651885
,0.012684989
,0
,0.045092838
,0.004750594
,0.133587786
,0.002283105
,0.066523605
,0.012396694
,0.010989011
,0
,0
,0.027863777
,0.023809524
,0.009546539
,0.115530303
,0
,0.035490605
,0.002114165
,0.028446389
,0
,0
,0.009063444
,0.013262599
,0.016587678
,0.099236641
,0
,0.035490605
,0.002114165
,0.002188184
,0
,0
,0.006042296
,0.015915119
,0.018779343
,0.076628352
,0
,0.016877637
,0.00621118
,0.004385965
,0
,0.001805054
,0.006079027
,0.039577836
,0.01216545
,0.110898662
,0.002304147
,0.054621849
,0.004219409
,0.024175824
,0
,0.035906643
,0.009202454
,0.026525199
,0.014218009
,0.103846154
,0.004494382
,0.014799154
,0.004115226
,0.002192982
,0
,0.001801802
,0.003076923
,0.058355438
,0.021479714
,0.092130518
,0.006912442
,0.027600849
,0.004192872
,0.026315789
,0
,0.003610108
,0.015060241
,0.042440318
,0.014184397
,0.094412331
,0
,0.008474576
,0.002074689
,0
,0
,0.003058104
,0
,0.033639144
,0.024922118
,0.225806452
,0.009191176
,0.02360515
,0.248496994
,0.001897533
,0.002283105
,0.002114165
,0.027190332
,0.021212121
,0.280241935
,0
,0.008583691
,0.05988024
,0.002309469
,0
,0
,0
,0.021538462
,0.006097561
,0.235887097
,0
,0.006437768
,0.042084168
,0.00228833
,0
,0
,0
,0.021276596
,0
,0.129292929
,0.003656307
,0.002145923
,0.022044088
,0
,0
,0
,0.00422833
,0.021671827
,0.009118541
,0.215725806
,0
,0.010729614
,0.016
,0
,0
,0.006315789
,0.03030303
,0.015384615
,0.215725806
,0.005535055
,0
,0.182364729
,0.00921659
,0.001893939
,0.002331002
,0
,0.027777778
,0.002994012
,0.25
,0
,0.006437768
,0.074148297
,0.002283105
,0
,0
,0
,0.01183432
,0.219758065
,0
,0.025751073
,0.138276553
,0.011494253
,0
,0
,0.021148036
,0
,0.157258065
,0
,0.002145923
,0.044088176
,0
,0
,0
,0.020576132
,0.053540587
,0.062780269
,0.039660057
,0.029320988
,0.168874172
,0.482926829
,0
,0.297994269
,0.010683761
,0.060658579
,0.065759637
,0.036516854
,0.034003091
,0.097643098
,0.227272727
,0.091690544
,0.017130621
,0.004115226
,0.022608696
,0.040540541
,0.041436464
,0.066666667
,0.07804878
,0.088825215
,0.00856531
,0
,0.008650519
,0.033707865
,0.010785824
,0.043165468
,0.086538462
,0.045845272
,0.004301075
,0.012320329
,0.019097222
,0.036111111
,0.007727975
,0.026936027
,0.095121951
,0.034383954
,0.012903226
,0.008230453
,0.038194444
,0.058558559
,0.042492918
,0.054012346
,0.12
,0.137931034
,0
,0.11747851
,0.017130621
,0
,0.013816926
,0.031602709
,0.042134831
,0.020061728
,0.049342105
,0.140776699
,0
,0.071633238
,0.014957265
,0.008680556
,0.036036036
,0.039106145
,0.030864198
,0.03257329
,0.087677725
,0
,0.063037249
,0.010683761
,0.006908463
,0.017897092
,0.036516854
,0.009244992
,0.02310231
,0.0625
,0
,0.031518625
,0.004282655
,0.004683841
,0.035911602
,0.018390805
,0.072243346
,0.002237136
,0.029411765
,0.002887392
,0.009049774
,0
,0.030640669
,0.035046729
,0.011547344
,0.024691358
,0.102272727
,0
,0.006737247
,0.00228833
,0
,0.015789474
,0.020594966
,0.025
,0.103053435
,0
,0.009383378
,0.002887392
,0.004545455
,0
,0.019230769
,0.011627907
,0.033402923
,0.060836502
,0.004514673
,0.008086253
,0.002887392
,0
,0.013774105
,0.011520737
,0.061068702
,0.002247191
,0
,0.022883295
,0.02764977
,0.02892562
,0.064638783
,0.006726457
,0.025606469
,0
,0.006802721
,0.033149171
,0.00921659
,0
,0.010781671
,0.00481232
,0.003731343
,0.025
,0.011574074
,0.059701493
,0
,0.003849856
,0.008264463
,0.064638783
,0
,0.002699055
,0
,0.038379531
,0.068322981
,0.08033241
,0.030769231
,0.08492569
,0
,0.105485232
,0.109792285
,0.02640264
,0.016985138
,0.058333333
,0.080779944
,0.017582418
,0.061833689
,0.011235955
,0.079831933
,0.094674556
,0.036184211
,0.00212766
,0.033333333
,0.047222222
,0.008791209
,0.066098081
,0.003745318
,0.029288703
,0.056213018
,0.02640264
,0.006396588
,0.022916667
,0.019390582
,0.006593407
,0.023404255
,0
,0.016736402
,0.05
,0.009708738
,0.006342495
,0.033333333
,0.066481994
,0.008791209
,0.027600849
,0.007462687
,0.038461538
,0.013029316
,0.025531915
,0.034907598
,0.072022161
,0.004395604
,0.027600849
,0.003745318
,0.063829787
,0.03539823
,0.013157895
,0.012793177
,0.082815735
,0.055710306
,0.010989011
,0.044680851
,0.003802281
,0.029787234
,0.023738872
,0.009803922
,0.017057569
,0.062893082
,0.075
,0.004395604
,0.120762712
,0.022556391
,0.072340426
,0.053254438
,0.03630363
,0.008474576
,0.04375
,0.038997214
,0.030769231
,0.031982942
,0
,0.026706231
,0.013029316
,0.205928237
,0.180232558
,0.025287356
,0.084639498
,0.084302326
,0.019955654
,0
,0.010416667
,0
,0.057692308
,0.180250784
,0.066860465
,0.00209205
,0
,0
,0.00297619
,0.011389522
,0.13111546
,0.128526646
,0.055232558
,0.039748954
,0
,0
,0.001488095
,0.006912442
,0.150870406
,0.115625
,0.093294461
,0.008368201
,0
,0.001488095
,0
,0.043222004
,0.098591549
,0.069970845
,0.013303769
,0
,0.002304147
,0.003838772
,0.243369735
,0.022587269
,0.099125364
,0.088050314
,0.048780488
,0.038690476
,0.039351852
,0.125240848
,0.155172414
,0.01039501
,0.087209302
,0.023012552
,0.006651885
,0
,0.013392857
,0.020785219
,0.045714286
,0.095611285
,0.061046512
,0.014644351
,0.002217295
,0
,0.005952381
,0.002283105
,0.023899371
,0.112403101
,0.085653105
,0.022964509
,0
,0.086538462
,0.001081081
,0
,0.001236094
,0.036821705
,0.049250535
,0
,0
,0.038338658
,0.001066098
,0.001264223
,0.032945736
,0.021413276
,0.0041841
,0
,0.018927445
,0.001109878
,0.00124533
,0.0041841
,0
,0.009646302
,0
,0.002475248
,0.097087379
,0.074946467
,0
,0
,0.047770701
,0.005
,0.095145631
,0.077087794
,0.004175365
,0
,0.025316456
,0.001038422
,0
,0.002484472
,0.06614786
,0.057815846
,0
,0
,0.028481013
,0
,0.01097561
,0.091262136
,0.032119914
,0.002087683
,0
,0.044585987
,0.001092896
,0.005905512
,0
,0
,0.02266289
,0.002994012
,0.03030303
,0.047516199
,0
,0
,0
,0.005555556
,0
,0.017326733
,0.002159827
,0
,0
,0
,0
,0.014204545
,0
,0.020671835
,0
,0
,0
,0.037135279
,0.014792899
,0.038781163
,0.017910448
,0.001736111
,0.00660066
,0.033613445
,0.016447368
,0.069486405
,0.00591716
,0.007005254
,0.003311258
,0.04057971
,0.015503876
,0.011730205
,0.006116208
,0.008849558
,0.044345898
,0
,0.095505618
,0.008746356
,0.02166065
,0.008086253
,0.085308057
,0
,0
,0.002237136
,0.044811321
,0
,0.086956522
,0
,0.008474576
,0.002808989
,0.053254438
,0
,0
,0
,0.026490066
,0.007575758
,0.056074766
,0.006756757
,0.057971014
,0
,0.046783626
,0
,0
,0
,0.038167939
,0.007672634
,0
,0.026737968
,0.016393443
,0.017766497
,0.002985075
,0.004032258
,0
,0.004784689
,0.015424165
,0
,0
,0
,0
,0.015974441
,0.036474164
,0
,0.005221932
,0.007009346
,0.115591398
,0.003367003
,0.068783069
,0.112860892
,0
,0.0176
,0.051671733
,0
,0.002645503
,0
,0.091397849
,0.020134228
,0.056838366
,0.099737533
,0.009380863
,0.0048
,0.012195122
,0
,0
,0
,0.07486631
,0
,0.026408451
,0.078740157
,0
,0.017684887
,0.012158055
,0
,0.002610966
,0
,0.072580645
,0
,0.012477718
,0.099737533
,0
,0
,0.003367003
,0.028419183
,0.115485564
,0.018181818
,0
,0
,0.080428954
,0
,0.01590106
,0.020997375
,0
,0.020766773
,0.072727273
,0.107526882
,0
,0.077738516
,0.107611549
,0
,0.0432
,0.051515152
,0.004716981
,0.069892473
,0.112860892
,0.028753994
,0.057401813
,0
,0.004728132
,0.123324397
,0.02020202
,0.068904594
,0.112860892
,0.015009381
,0.011182109
,0.097560976
,0
,0.007692308
,0.01594533
,0.155913978
,0.033670034
,0.116402116
,0.104986877
,0.043071161
,0.012121212
,0.006734007
,0.033568905
,0.104986877
,0.003752345
,0.015151515
,0
,0
,0.069892473
,0
,0.043936731
,0.107611549
,0
,0.054545455
,0.096514745
,0.006734007
,0.053667263
,0.005628518
,0.042424242
,0
,0.129032258
,0
,0.085106383
,0
,0.0224
,0.06097561
,0
,0
,0.002380952
,0.101876676
,0
,0.062836625
,0.091863517
,0
,0.033536585
,0
,0.048257373
,0.003355705
,0.019434629
,0.091863517
,0
,0.016129032
,0.03343465
,0
,0
,0
,0.048387097
,0.006711409
,0.005309735
,0.091863517
,0.026266417
,0.060606061
,0.038167939
,0.033530572
,0.02147651
,0.043478261
,0.042183623
,0.011876485
,0.003125
,0.055319149
,0.026923077
,0.070761015
,0.037267081
,0.028301887
,0.032178218
,0.00462963
,0
,0.08778626
,0.068181818
,0.043478261
,0.012406948
,0
,0.00619195
,0.051948052
,0.054263566
,0.034620506
,0.049689441
,0.004672897
,0.036585366
,0
,0.050485437
,0.005012531
,0.074358974
,0.007017544
,0.013806706
,0
,0
,0
,0.115459883
,0.005012531
,0.066666667
,0.012389381
,0.039215686
,0.007518797
,0.064102564
,0
,0.030769231
,0.134653465
,0.020100503
,0.051282051
,0
,0.065891473
,0.005037783
,0.030769231
,0.008756567
,0.05078125
,0.020050125
,0.046153846
,0
,0.030888031
,0
,0.015384615
,0
,0.014796547
,0.047297297
,0
,0
,0
,0.011764706
,0
,0
,0.030712531
,0.047404063
,0.002666667
,0
,0
,0
,0.007109005
,0
,0
,0
,0.009815951
,0.031602709
,0
,0
,0
,0
,0
,0
,0
,0
,0.014705882
,0.018058691
,0
,0
,0
,0.004683841
,0
,0
,0
,0
,0
,0.002331002
,0.013924051
,0.033936652
,0
,0
,0.00234192
,0
,0.056818182
,0.067873303
,0.005277045
,0
,0
,0.009345794
,0
,0.004790419
,0.036199095
,0
,0
,0
,0
,0
,0
,0
,0.008827238
,0.052036199
,0
,0
,0
,0.004705882
,0
,0
,0.028360049
,0.060948081
,0
,0
,0.002375297
,0.002369668
,0
,0
,0.008827238
,0.033936652
,0
,0
,0
,0.00234192
,0
,0.033936652
,0
,0
,0
,0.006313131
,0.045248869
,0
,0
,0
,0
,0
,0.035443038
,0.038461538
,0
,0
,0
,0.008599509
,0.04954955
,0.005208333
,0
,0.011820331
,0
,0
,0
,0
,0.011083744
,0
,0
,0
,0
,0.028220859
,0.045045045
,0
,0.013661202
,0
,0.004728132
,0
,0
,0
