Video_name,happy,angry,sad,surprise,disgust,fear,neutral,emotion_change,each_video_emotion_count,YT,DF,F2F,FS,NT,all_emotion_count,all_neutral_count,all_neutral_%,
748.mp4,27,0,12,47,153,47,12,114,298,38%,34%,0%,23%,1%,,,,
749.mp4,492,0,4,0,232,60,139,332,927,36%,11%,0%,7%,21%,,,,
750.mp4,9,20,23,108,226,41,23,154,450,34%,0%,5%,2%,6%,,,,
751.mp4,0,0,26,71,81,16,0,34,194,18%,0%,0%,7%,1%,,,,
752.mp4,325,0,17,61,587,7,19,199,1016,20%,0%,0%,0%,0%,,,,
753.mp4,50,4,34,151,285,21,10,160,555,29%,0%,0%,0%,0%,,,,
754.mp4,65,125,35,0,16,1,165,148,407,36%,0%,19%,0%,26%,,,,
755.mp4,325,1,47,2,59,1,0,100,435,23%,0%,0%,2%,0%,,,,
756.mp4,1,0,4,178,294,1,93,98,571,17%,0%,2%,0%,16%,,,,
757.mp4,11,0,84,18,31,245,63,160,452,35%,0%,1%,27%,0%,,,,
758.mp4,0,0,2,17,307,46,0,40,372,11%,0%,0%,12%,0%,,,,
759.mp4,8,7,6,71,733,16,4,221,845,26%,1%,0%,0%,0%,,,,
760.mp4,129,0,52,188,78,60,22,375,529,71%,0%,0%,1%,1%,,,,
761.mp4,0,0,60,29,176,19,59,92,343,27%,3%,16%,11%,14%,,,,
762.mp4,16,0,140,22,181,14,43,131,416,31%,0%,23%,0%,32%,,,,
763.mp4,5,0,15,333,239,9,103,198,704,28%,0%,26%,0%,35%,,,,
764.mp4,212,0,50,2,300,46,71,559,681,82%,10%,10%,9%,11%,,,,
765.mp4,353,0,10,27,230,338,133,1049,1091,96%,0%,10%,25%,19%,,,,
766.mp4,23,0,10,2,827,8,29,90,899,10%,0%,0%,2%,0%,,,,
767.mp4,0,0,0,4,379,24,0,33,407,8%,0%,0%,0%,0%,,,,
768.mp4,311,3,0,0,16,0,0,28,330,8%,4%,0%,0%,0%,,,,
769.mp4,143,1,21,6,164,102,53,165,490,34%,0%,15%,3%,16%,,,,
770.mp4,100,1,51,155,259,91,2,218,659,33%,0%,0%,1%,0%,,,,
771.mp4,40,0,46,0,400,3,145,120,634,19%,3%,0%,37%,5%,,,,
772.mp4,0,4,44,71,43,20,91,112,273,41%,5%,27%,25%,17%,,,,
773.mp4,0,0,5,15,524,35,0,33,579,6%,0%,0%,0%,0%,,,,
774.mp4,25,0,64,0,204,11,9,83,313,27%,0%,4%,0%,1%,,,,
775.mp4,14,0,5,0,509,1,30,53,559,9%,0%,0%,9%,3%,,,,
776.mp4,35,0,108,166,11,28,19,127,367,35%,0%,1%,3%,1%,,,,
777.mp4,0,0,69,0,153,103,0,72,325,22%,0%,0%,0%,0%,,,,
778.mp4,21,2,159,8,129,3,6,98,328,30%,52%,4%,1%,4%,,,,
779.mp4,228,39,13,0,0,64,3,134,347,39%,0%,1%,0%,0%,,,,
780.mp4,19,0,64,0,197,0,131,121,411,29%,0%,19%,22%,18%,,,,
781.mp4,0,3,13,0,222,232,5,121,475,25%,0%,0%,2%,0%,,,,
782.mp4,2,0,29,0,543,5,3,66,582,11%,0%,0%,0%,1%,,,,
783.mp4,142,231,180,16,8,7,10,388,594,65%,19%,0%,0%,0%,,,,
784.mp4,4,0,22,34,566,348,28,791,1002,79%,5%,2%,6%,1%,,,,
785.mp4,1,0,27,15,343,21,13,89,420,21%,0%,1%,1%,1%,,,,
786.mp4,5,0,132,246,136,51,14,263,584,45%,0%,1%,1%,1%,,,,
787.mp4,92,0,98,1,127,201,32,262,551,48%,0%,0%,12%,0%,,,,
788.mp4,34,1,373,8,7,31,25,107,479,22%,0%,1%,1%,0%,,,,
789.mp4,1,9,51,297,208,7,0,102,573,18%,0%,0%,1%,0%,,,,
790.mp4,3,0,374,5,94,274,0,184,750,25%,0%,0%,0%,0%,,,,
791.mp4,53,0,13,4,157,86,4,85,317,27%,0%,0%,1%,0%,,,,
792.mp4,79,0,17,24,260,1,4,77,385,20%,27%,2%,1%,0%,,,,
793.mp4,4,0,213,14,325,19,15,160,590,27%,0%,0%,0%,0%,,,,
794.mp4,62,0,59,74,910,195,0,592,1300,46%,0%,0%,0%,0%,,,,
795.mp4,0,0,85,23,183,217,41,175,549,32%,5%,1%,12%,1%,,,,
796.mp4,23,11,213,101,536,222,32,473,1138,42%,2%,2%,2%,2%,,,,
797.mp4,1,0,0,0,403,34,0,43,438,10%,1%,0%,0%,0%,,,,
798.mp4,13,2,4,59,233,23,34,80,368,22%,0%,38%,8%,14%,,,,
799.mp4,35,0,86,7,186,1053,1,402,1368,29%,0%,0%,0%,0%,,,,
800.mp4,55,0,26,7,202,21,27,88,338,26%,1%,14%,5%,12%,,,,
801.mp4,337,0,10,396,47,13,0,691,803,86%,0%,0%,0%,0%,,,,
802.mp4,2,0,2,0,265,0,82,65,351,19%,49%,6%,51%,28%,,,,
803.mp4,3,0,88,132,64,1,3,90,291,31%,9%,0%,1%,0%,,,,
804.mp4,44,4,63,148,94,20,0,125,373,34%,0%,0%,1%,0%,,,,
805.mp4,6,0,1,0,120,30,4,25,161,16%,62%,0%,0%,1%,,,,
806.mp4,88,0,4,0,77,121,11,98,301,33%,0%,2%,2%,2%,,,,
807.mp4,162,2,9,24,60,500,3,260,760,34%,0%,0%,9%,0%,,,,
808.mp4,0,0,58,105,11,70,0,93,244,38%,0%,0%,2%,0%,,,,
809.mp4,2,0,0,0,201,76,0,57,279,20%,0%,0%,0%,0%,,,,
810.mp4,30,33,84,263,563,87,7,280,1067,26%,0%,0%,0%,2%,,,,
811.mp4,110,0,33,0,13,368,0,148,524,28%,0%,0%,0%,0%,,,,
812.mp4,88,0,5,54,496,101,0,385,744,52%,0%,0%,0%,0%,,,,
813.mp4,41,0,24,23,190,37,60,135,375,36%,33%,16%,5%,16%,,,,
814.mp4,13,5,8,210,250,15,43,97,544,18%,0%,0%,3%,2%,,,,
815.mp4,114,11,20,50,102,129,33,189,459,41%,0%,2%,0%,4%,,,,
816.mp4,2,0,0,84,301,1,26,53,414,13%,31%,1%,2%,17%,,,,
817.mp4,0,4,13,202,66,275,2,280,562,50%,7%,1%,2%,0%,,,,
818.mp4,273,1,431,26,281,3,22,911,1037,88%,0%,0%,0%,0%,,,,
819.mp4,102,0,40,169,523,249,5,464,1088,43%,11%,0%,0%,0%,,,,
820.mp4,196,1,243,16,41,174,0,258,671,38%,25%,0%,9%,0%,,,,
821.mp4,243,5,19,56,74,0,9,129,406,32%,0%,0%,1%,2%,,,,
822.mp4,27,0,8,1,139,122,11,93,308,30%,0%,1%,5%,1%,,,,
823.mp4,190,0,278,4,377,160,0,701,1009,69%,0%,0%,0%,0%,,,,
824.mp4,31,2,70,847,453,5,40,1031,1448,71%,1%,2%,0%,2%,,,,
825.mp4,21,11,1,16,485,5,8,66,547,12%,0%,0%,4%,0%,,,,
826.mp4,0,0,81,1,0,59,0,42,141,30%,0%,0%,1%,0%,,,,
827.mp4,5,0,16,1,24,85,182,96,313,31%,0%,61%,59%,39%,,,,
828.mp4,96,0,12,1,134,77,0,65,320,20%,13%,0%,0%,0%,,,,
829.mp4,37,9,24,30,626,87,14,147,827,18%,0%,0%,0%,0%,,,,
830.mp4,40,0,148,369,227,425,15,937,1224,77%,0%,0%,1%,0%,,,,
831.mp4,4,0,21,28,241,48,4,88,346,25%,9%,0%,20%,0%,,,,
832.mp4,0,0,1,68,486,131,0,293,686,43%,1%,0%,2%,0%,,,,
833.mp4,48,0,47,16,440,21,68,204,640,32%,0%,0%,10%,1%,,,,
834.mp4,0,0,0,3,300,0,0,4,303,1%,0%,0%,0%,0%,,,,
835.mp4,2,0,175,21,365,4,4,273,571,48%,1%,0%,1%,0%,,,,
836.mp4,1,0,1,19,276,40,0,49,337,15%,0%,0%,0%,0%,,,,
837.mp4,26,0,18,27,152,113,108,178,444,40%,0%,1%,9%,2%,,,,
838.mp4,282,1,7,20,43,101,3,166,457,36%,0%,0%,2%,0%,,,,
839.mp4,81,0,0,0,73,222,9,99,385,26%,0%,4%,2%,6%,,,,
840.mp4,69,1,36,3,608,62,61,186,840,22%,4%,1%,10%,4%,,,,
841.mp4,275,0,1,0,81,162,0,171,519,33%,6%,0%,53%,0%,,,,
842.mp4,1,0,18,1,2,3,8,16,33,48%,0%,14%,0%,0%,,,,
843.mp4,3,0,127,0,8,176,0,47,314,15%,0%,0%,0%,0%,,,,
844.mp4,99,79,86,8,12,540,28,251,852,29%,0%,0%,1%,0%,,,,
845.mp4,171,1,152,28,30,26,9,204,417,49%,0%,1%,0%,1%,,,,
846.mp4,2,0,1,0,299,51,0,25,353,7%,0%,0%,5%,0%,,,,
847.mp4,17,0,33,3,205,16,29,66,303,22%,2%,1%,23%,1%,,,,
848.mp4,254,0,73,39,21,15,1,162,403,40%,0%,0%,0%,0%,,,,
849.mp4,76,8,2,0,230,6,0,97,322,30%,0%,0%,0%,0%,,,,
850.mp4,16,22,156,79,130,201,1,182,605,30%,0%,1%,0%,0%,,,,
851.mp4,30,0,110,0,511,100,42,223,793,28%,1%,0%,0%,0%,,,,
852.mp4,16,0,17,0,280,114,0,106,427,25%,0%,0%,16%,0%,,,,
853.mp4,34,0,24,339,151,19,50,116,617,19%,0%,0%,5%,5%,,,,
854.mp4,33,0,29,8,130,18,0,79,218,36%,0%,0%,0%,0%,,,,
855.mp4,30,0,21,5,417,284,24,328,781,42%,0%,1%,1%,1%,,,,
856.mp4,4,0,5,1,1092,1,1,12,1104,1%,0%,0%,0%,0%,,,,
857.mp4,470,0,0,8,5,4,1,23,488,5%,0%,0%,3%,0%,,,,
858.mp4,127,1,17,0,240,99,0,99,484,20%,0%,0%,0%,0%,,,,
859.mp4,42,0,0,163,66,60,0,99,331,30%,0%,0%,0%,0%,,,,
860.mp4,4,0,2,5,575,0,2,23,588,4%,0%,0%,4%,0%,,,,
861.mp4,282,1,0,1,282,39,3,132,608,22%,0%,0%,3%,0%,,,,
862.mp4,0,0,49,38,310,71,2,100,470,21%,0%,0%,5%,0%,,,,
863.mp4,49,1,8,48,356,51,0,112,513,22%,0%,0%,0%,0%,,,,
864.mp4,250,0,37,3,15,22,2,75,329,23%,0%,0%,0%,0%,,,,
865.mp4,8,0,0,201,61,27,49,90,346,26%,1%,5%,18%,6%,,,,
866.mp4,88,0,19,20,275,101,8,172,511,34%,0%,0%,0%,0%,,,,
867.mp4,14,2,18,487,934,6,28,163,1489,11%,10%,1%,3%,0%,,,,
868.mp4,52,0,152,34,13,42,138,129,431,30%,1%,33%,26%,35%,,,,
869.mp4,129,0,240,49,615,219,42,994,1294,77%,12%,2%,5%,6%,,,,
870.mp4,30,0,11,0,255,308,0,96,604,16%,0%,0%,0%,0%,,,,
871.mp4,6,2,17,202,125,0,0,83,352,24%,0%,0%,0%,1%,,,,
872.mp4,58,0,97,3,399,16,14,288,587,49%,0%,1%,0%,7%,,,,
873.mp4,289,0,744,42,1033,1015,84,2630,3207,82%,0%,0%,7%,0%,,,,
874.mp4,10,2,33,129,281,8,18,155,481,32%,1%,0%,1%,0%,,,,
875.mp4,30,5,188,4,40,221,8,202,496,41%,3%,0%,7%,0%,,,,
876.mp4,138,0,9,0,148,6,12,113,313,36%,0%,1%,5%,2%,,,,
877.mp4,84,0,138,1,189,176,17,275,605,45%,0%,0%,0%,2%,,,,
878.mp4,222,1,4,239,114,151,2,252,733,34%,0%,0%,0%,0%,,,,
879.mp4,4,0,224,34,189,337,17,326,805,40%,18%,18%,1%,5%,,,,
880.mp4,0,4,60,0,452,18,8,166,542,31%,0%,1%,0%,2%,,,,
881.mp4,266,0,83,0,15,274,0,209,638,33%,0%,0%,0%,0%,,,,
882.mp4,5,0,1,68,268,8,0,71,350,20%,1%,0%,0%,0%,,,,
883.mp4,1,0,0,166,267,1,0,28,435,6%,0%,0%,0%,0%,,,,
884.mp4,3,6,2,255,79,2,0,35,347,10%,0%,0%,0%,0%,,,,
885.mp4,1,0,28,0,191,103,6,109,329,33%,0%,0%,2%,0%,,,,
886.mp4,144,108,17,49,4,203,0,218,525,42%,0%,0%,0%,0%,,,,
887.mp4,192,2,12,1,1,129,0,93,337,28%,0%,0%,0%,0%,,,,
888.mp4,52,6,22,0,107,124,0,141,311,45%,0%,0%,0%,0%,,,,
889.mp4,0,0,23,21,257,200,7,343,508,68%,18%,0%,3%,0%,,,,
890.mp4,3,1,20,172,125,7,13,73,341,21%,11%,9%,10%,8%,,,,
891.mp4,16,0,5,2,84,41,0,32,148,22%,0%,0%,0%,0%,,,,
892.mp4,3,0,18,199,111,1,7,89,339,26%,1%,1%,0%,1%,,,,
893.mp4,3,0,155,69,289,23,0,161,539,30%,0%,1%,0%,4%,,,,
894.mp4,104,0,0,212,15,12,3,103,346,30%,0%,6%,0%,2%,,,,
895.mp4,21,0,18,2,231,15,5,59,292,20%,0%,0%,0%,2%,,,,
896.mp4,0,0,126,1,338,66,0,172,531,32%,0%,0%,0%,0%,,,,
897.mp4,12,0,5,32,190,6,124,147,369,40%,10%,25%,5%,34%,,,,
898.mp4,9,0,3,0,336,1,0,20,349,6%,0%,0%,0%,0%,,,,
899.mp4,3,1,149,0,397,1,12,110,563,20%,0%,0%,0%,0%,,,,
900.mp4,0,0,3,11,318,23,2,38,357,11%,0%,0%,0%,0%,,,,
901.mp4,445,0,10,0,1,65,0,54,521,10%,1%,0%,0%,0%,,,,
902.mp4,10,1,46,32,207,27,33,160,356,45%,0%,8%,9%,11%,,,,
903.mp4,111,0,30,0,220,11,195,203,567,36%,0%,14%,21%,21%,,,,
904.mp4,11,0,0,0,315,27,8,40,361,11%,0%,0%,18%,0%,,,,
905.mp4,7,4,121,37,57,56,16,107,298,36%,0%,6%,1%,1%,,,,
906.mp4,130,1,30,8,48,89,79,145,385,38%,0%,15%,11%,20%,,,,
907.mp4,1,0,116,363,199,28,48,371,755,49%,1%,8%,4%,6%,,,,
908.mp4,317,0,48,36,160,10,105,198,676,29%,3%,6%,27%,61%,,,,
909.mp4,66,0,197,120,140,15,91,243,629,39%,0%,12%,0%,23%,,,,
910.mp4,0,0,19,0,6,268,1,29,294,10%,8%,0%,56%,0%,,,,
911.mp4,238,1,121,24,48,11,23,298,466,64%,0%,5%,0%,4%,,,,
912.mp4,40,0,50,1,4,132,24,90,251,36%,4%,0%,2%,0%,,,,
913.mp4,0,0,155,0,184,85,32,119,456,26%,4%,0%,12%,1%,,,,
914.mp4,2,0,2,218,86,26,0,113,334,34%,0%,0%,0%,0%,,,,
915.mp4,40,0,12,38,235,54,6,142,385,37%,0%,0%,7%,0%,,,,
916.mp4,16,0,38,64,59,23,270,118,470,25%,6%,17%,23%,61%,,,,
917.mp4,28,0,107,9,151,4,155,160,454,35%,5%,10%,24%,10%,,,,
918.mp4,2,0,6,27,429,1,7,33,472,7%,0%,0%,0%,0%,,,,
919.mp4,15,2,99,51,34,333,0,93,534,17%,0%,0%,9%,0%,,,,
920.mp4,78,0,9,12,267,20,0,107,386,28%,0%,0%,0%,0%,,,,
921.mp4,0,0,0,166,109,11,0,78,286,27%,0%,0%,2%,0%,,,,
922.mp4,53,0,21,0,535,1,6,58,616,9%,0%,0%,0%,1%,,,,
923.mp4,433,0,15,0,94,64,2,146,608,24%,0%,0%,4%,2%,,,,
924.mp4,25,4,45,5,429,597,151,403,1256,32%,13%,3%,2%,7%,,,,
925.mp4,28,3,16,39,233,47,50,187,416,45%,0%,4%,0%,8%,,,,
926.mp4,190,9,3,0,48,89,0,85,339,25%,0%,0%,1%,0%,,,,
927.mp4,60,0,93,1,533,6,40,197,733,27%,0%,2%,3%,4%,,,,
928.mp4,200,0,34,0,79,17,46,109,376,29%,0%,1%,15%,5%,,,,
929.mp4,1,0,7,95,346,15,3,67,467,14%,2%,1%,1%,1%,,,,
930.mp4,0,0,1,238,409,38,0,275,686,40%,0%,0%,1%,0%,,,,
931.mp4,0,0,0,12,293,0,14,18,319,6%,0%,4%,20%,9%,,,,
932.mp4,67,0,21,10,91,54,241,257,484,53%,2%,62%,1%,64%,,,,
933.mp4,33,0,118,0,46,295,25,165,517,32%,0%,0%,35%,3%,,,,
934.mp4,3,0,5,1,309,251,3,283,572,49%,0%,0%,10%,0%,,,,
935.mp4,37,0,11,5,318,123,78,169,572,30%,0%,3%,0%,9%,,,,
936.mp4,1,0,6,5,260,0,15,26,287,9%,0%,0%,1%,3%,,,,
937.mp4,100,1,134,0,0,190,0,137,425,32%,0%,0%,0%,0%,,,,
938.mp4,114,0,209,0,12,32,2,129,369,35%,0%,0%,0%,0%,,,,
939.mp4,1,0,46,0,448,17,0,51,512,10%,0%,0%,1%,0%,,,,
940.mp4,1,0,1,106,64,81,58,76,311,24%,13%,0%,15%,6%,,,,
941.mp4,3,0,12,24,432,8,15,77,494,16%,0%,0%,1%,7%,,,,
942.mp4,288,0,164,2,39,44,0,252,537,47%,0%,0%,0%,0%,,,,
943.mp4,53,0,134,54,0,308,0,287,549,52%,0%,0%,0%,0%,,,,
944.mp4,0,0,9,0,253,43,24,60,329,18%,0%,0%,14%,0%,,,,
945.mp4,10,0,438,10,231,40,32,159,761,21%,0%,8%,7%,15%,,,,
946.mp4,15,0,11,5,288,117,29,84,465,18%,3%,0%,4%,1%,,,,
947.mp4,153,0,132,20,289,13,35,192,642,30%,0%,5%,0%,5%,,,,
948.mp4,0,0,1,1,400,9,23,40,434,9%,3%,4%,9%,8%,,,,
949.mp4,4,0,64,184,289,86,59,148,686,22%,62%,2%,16%,8%,,,,
950.mp4,0,0,37,298,372,86,2,172,795,22%,0%,0%,1%,0%,,,,
951.mp4,89,0,40,52,152,1083,12,394,1428,28%,14%,0%,25%,0%,,,,
952.mp4,57,3,364,256,74,67,9,363,830,44%,0%,0%,0%,0%,,,,
953.mp4,24,0,203,41,8,161,3,210,440,48%,1%,0%,5%,1%,,,,
954.mp4,87,0,72,0,18,166,33,104,376,28%,0%,1%,12%,2%,,,,
955.mp4,102,226,1,0,62,140,0,188,531,35%,0%,0%,3%,0%,,,,
956.mp4,7,7,73,5,325,84,49,141,550,26%,0%,2%,6%,8%,,,,
957.mp4,1,0,12,4,349,62,0,81,428,19%,0%,0%,4%,0%,,,,
958.mp4,0,0,4,98,273,17,0,55,392,14%,14%,0%,1%,0%,,,,
959.mp4,24,17,35,35,323,36,31,147,501,29%,0%,1%,0%,12%,,,,
960.mp4,51,0,35,66,73,108,3,100,336,30%,0%,0%,0%,0%,,,,
961.mp4,47,1,61,166,56,9,3,121,343,35%,5%,0%,3%,1%,,,,
962.mp4,14,2,25,5,394,0,20,62,460,13%,0%,0%,2%,0%,,,,
963.mp4,1,0,294,0,203,55,139,179,692,26%,0%,7%,11%,5%,,,,
964.mp4,3,0,87,50,193,116,14,196,463,42%,0%,0%,2%,1%,,,,
965.mp4,5,0,112,59,137,0,35,84,348,24%,22%,1%,35%,7%,,,,
966.mp4,17,0,6,112,228,1,0,86,364,24%,0%,0%,3%,0%,,,,
967.mp4,15,4,53,5,476,96,3,276,652,42%,0%,0%,0%,0%,,,,
968.mp4,20,24,178,25,32,36,1,107,316,34%,0%,0%,3%,0%,,,,
969.mp4,23,1,85,0,214,25,28,119,376,32%,5%,0%,15%,0%,,,,
970.mp4,93,0,27,1,157,198,0,131,476,28%,0%,0%,0%,0%,,,,
971.mp4,12,0,7,4,258,24,39,66,344,19%,0%,11%,7%,16%,,,,
972.mp4,93,0,105,38,16,52,7,111,311,36%,0%,2%,10%,6%,,,,
973.mp4,327,2,38,0,135,77,12,176,591,30%,1%,3%,1%,2%,,,,
974.mp4,7,0,93,95,116,8,0,81,319,25%,4%,0%,0%,0%,,,,
975.mp4,13,1,15,59,146,5,65,96,304,32%,1%,30%,11%,40%,,,,
976.mp4,1,1,34,49,236,18,9,92,348,26%,8%,0%,1%,3%,,,,
977.mp4,176,15,217,28,59,104,52,231,651,35%,1%,1%,4%,1%,,,,
978.mp4,108,20,135,27,426,47,54,316,817,39%,5%,1%,6%,0%,,,,
979.mp4,94,0,102,5,112,1,18,159,332,48%,0%,4%,0%,2%,,,,
980.mp4,20,0,1,0,320,34,8,33,383,9%,1%,4%,0%,5%,,,,
981.mp4,54,1,79,14,197,79,0,183,424,43%,0%,0%,1%,0%,,,,
982.mp4,584,1,59,28,31,79,1,222,783,28%,0%,0%,0%,0%,,,,
983.mp4,71,0,137,27,69,43,59,163,406,40%,0%,9%,3%,7%,,,,
984.mp4,24,0,26,15,242,38,4,95,349,27%,8%,0%,1%,2%,,,,
985.mp4,40,0,314,11,250,66,9,617,690,89%,0%,0%,1%,0%,,,,
986.mp4,16,7,75,17,656,53,19,194,843,23%,0%,0%,14%,0%,,,,
987.mp4,4,0,0,74,474,0,23,61,575,11%,0%,0%,0%,0%,,,,
988.mp4,320,0,29,17,69,12,8,95,455,21%,0%,1%,0%,1%,,,,
989.mp4,108,21,82,4,509,43,212,282,979,29%,9%,26%,15%,31%,,,,
990.mp4,0,2,8,26,216,32,6,45,290,16%,0%,0%,0%,0%,,,,
991.mp4,8,0,0,0,303,0,91,69,402,17%,0%,0%,0%,0%,,,,
992.mp4,24,11,24,27,337,258,43,279,724,39%,1%,1%,69%,0%,,,,
993.mp4,56,2,243,44,15,44,5,121,409,30%,3%,0%,4%,0%,,,,
994.mp4,3,0,2,188,281,15,3,253,492,51%,2%,0%,0%,0%,,,,
995.mp4,48,0,2,1,231,262,3,177,547,32%,0%,0%,0%,0%,,,,
996.mp4,27,7,1,148,106,23,0,79,312,25%,0%,0%,0%,0%,,,,
997.mp4,0,0,25,18,368,29,27,106,467,23%,0%,1%,3%,7%,,,,
998.mp4,279,0,13,19,0,30,3,43,344,13%,7%,0%,6%,0%,,,,
999.mp4,0,0,20,177,3,3,0,25,203,12%,0%,0%,0%,0%,,,,
