Video_ID,Video_Time,Blink_count,Ave_count,1st(5 sec),2st(5 sec),3st(5 sec),Avg Time varibale(5 sec),,樣本1-3(5 sec) 標準差,樣本1-3(5 sec)平均數,樣本1-3(5 sec)變異數,,母體1-3(5 sec) 標準差,
000_003.mp4,15.84,12,1.493463039,3,5,2,3.333333333,,1.527525232,3.333333333,2.333333333,,4.581820005,
001_870.mp4,18.4,9,1.833773702,2,3,1,2,,1,2,1,,,
002_006.mp4,23.1,34,0.938041434,4,9,5,6.25,,2.645751311,6,7,,,樣本1-3(5 sec)變異數
003_000.mp4,12.12,15,0.900494558,7,5,0,6,,3.605551275,4,13,,,21.00007458
004_982.mp4,12.36,22,0.613787447,5,11,0,8,,5.507570547,5.333333333,30.33333333,,,樣本1-3(5 sec)平均數
005_010.mp4,15.4,17,1.008433074,4,9,4,5.666666667,,2.886751346,5.666666667,8.333333333,,,3.642333333
006_002.mp4,10.33333333,13,0.450026413,4,9,0,6.5,,4.509249753,4.333333333,20.33333333,,,
007_132.mp4,20.2,1,0,0,1,0,0.25,,0.577350269,0.333333333,0.333333333,,,
008_990.mp4,25.48,15,1.958334446,4,3,4,2.8,,0.577350269,3.666666667,0.333333333,,,
009_027.mp4,19.6,11,1.930788016,1,5,1,2.333333333,,2.309401077,2.333333333,5.333333333,,,
010_005.mp4,18.96,6,3.439462042,1,1,3,1.666666667,,1.154700538,1.666666667,1.333333333,,,
011_805.mp4,26.33333333,64,0.449985466,12,12,12,12,,0,12,0,,,
012_026.mp4,14.52,9,1.508084178,3,4,0,3.5,,2.081665999,2.333333333,4.333333333,,,
013_883.mp4,13.28,0,0,0,0,0,0,,0,0,0,,,
014_790.mp4,22.53333333,67,0.454153195,15,15,15,15,,0,15,0,,,
015_919.mp4,14.56666667,39,0.512214642,14,14,0,14,,8.082903769,9.333333333,65.33333333,,,
016_209.mp4,22.6,45,0.675320083,12,8,9,10,,2.081665999,9.666666667,4.333333333,,,
017_803.mp4,15.92,0,0,0,0,0,0,,0,0,0,,,
018_019.mp4,14.4,0,0,0,0,0,0,,0,0,0,,,
019_018.mp4,46.16666667,20,3.274761903,3,1,1,2.111111111,,1.154700538,1.666666667,1.333333333,,,
020_344.mp4,15.6,39,0.450552451,13,12,13,12.66666667,,0.577350269,12.66666667,0.333333333,,,
021_312.mp4,14.36666667,12,1.26438013,4,6,0,5,,3.055050463,3.333333333,9.333333333,,,
022_489.mp4,10.83333333,1,0,0,1,0,0.5,,0.577350269,0.333333333,0.333333333,,,
023_923.mp4,22.12,13,2.02592363,3,1,2,3,,1,2,1,,,
024_073.mp4,12.24,7,2.272281528,4,1,0,2.5,,2.081665999,1.666666667,4.333333333,,,
025_067.mp4,24.9,2,11.89406037,1,0,1,0.5,,0.577350269,0.666666667,0.333333333,,,
026_012.mp4,12.88,19,0.780085047,9,6,0,7.5,,4.582575695,5,21,,,
027_009.mp4,10.5,17,0.855196312,8,7,0,7.5,,4.358898944,5,19,,,
028_068.mp4,14.46666667,0,0,0,0,0,0,,0,0,0,,,
029_048.mp4,16.64,1,0,1,0,0,0.333333333,,0.577350269,0.333333333,0.333333333,,,
030_193.mp4,9.9,6,1.632638216,1,0,0,1,,0.577350269,0.333333333,0.333333333,,,
031_163.mp4,16.06666667,0,0,0,0,0,0,,0,0,0,,,
032_944.mp4,10.33333333,0,0,0,0,0,0,,0,0,0,,,
033_097.mp4,32.36,74,0.489788294,12,13,12,11.66666667,,0.577350269,12.33333333,0.333333333,,,
034_590.mp4,13.56666667,1,0,1,0,0,0.5,,0.577350269,0.333333333,0.333333333,,,
035_036.mp4,16.92,0,0,0,0,0,0,,0,0,0,,,
036_035.mp4,13.48,0,0,0,0,0,0,,0,0,0,,,
037_072.mp4,18.16,12,1.673518788,3,4,3,3.333333333,,0.577350269,3.333333333,0.333333333,,,
038_125.mp4,10.16666667,0,0,0,0,0,0,,0,0,0,,,
039_058.mp4,20.3,61,0.450337358,15,15,15,15,,0,15,0,,,
040_997.mp4,21.92,7,2.73821938,3,2,1,2,,1,2,1,,,
041_063.mp4,13.96,6,2.619714785,1,1,0,1,,0.577350269,0.666666667,0.333333333,,,
042_084.mp4,14.08333333,11,1.386118627,6,3,0,4.5,,3,3,9,,,
043_110.mp4,16.5,49,0.460200573,15,15,15,15,,0,15,0,,,
044_945.mp4,11.16666667,9,1.672479868,5,3,0,4,,2.516611478,2.666666667,6.333333333,,,
045_889.mp4,14,0,0,0,0,0,0,,0,0,0,,,
046_904.mp4,16.8,0,0,0,0,0,0,,0,0,0,,,
047_862.mp4,10.63333333,4,4.29205068,1,3,0,2,,1.527525232,1.333333333,2.333333333,,,
048_029.mp4,19.4,0,0,0,0,0,0,,0,0,0,,,
049_946.mp4,12,8,2.135319165,2,3,0,2.5,,1.527525232,1.666666667,2.333333333,,,
050_059.mp4,21.2,7,3.296312094,1,0,4,1.5,,2.081665999,1.666666667,4.333333333,,,
051_332.mp4,28.68,47,0.670343347,7,7,7,8,,0,7,0,,,
052_108.mp4,10.76666667,7,2.882559935,4,3,0,3.5,,2.081665999,2.333333333,4.333333333,,,
053_095.mp4,16.68,6,3.187034369,1,3,0,1.333333333,,1.527525232,1.333333333,2.333333333,,,
054_071.mp4,12.26666667,0,0,0,0,0,0,,0,0,0,,,
055_147.mp4,13.13333333,29,0.620901465,13,11,0,12,,7,8,49,,,
056_996.mp4,14.92,37,0.452484396,13,12,0,12.5,,7.234178138,8.333333333,52.33333333,,,
057_070.mp4,17.24,37,0.528679907,11,12,11,11.33333333,,0.577350269,11.33333333,0.333333333,,,
058_039.mp4,22.3,0,0,0,0,0,0,,0,0,0,,,
059_050.mp4,28.84,66,0.495105479,12,11,11,11.4,,0.577350269,11.33333333,0.333333333,,,
060_088.mp4,33.76,36,1.028854418,8,8,2,5.333333333,,3.464101615,6,12,,,
061_080.mp4,13.48,9,1.541705787,4,2,0,3,,2,2,4,,,
062_066.mp4,14.1,42,0.456446305,15,15,0,15,,8.660254038,10,75,,,
063_041.mp4,37.2,74,0.570338213,11,8,11,10,,1.732050808,10,3,,,
064_991.mp4,16.08,12,0.957474448,4,7,1,4,,3,4,9,,,
065_089.mp4,17.68,0,0,0,0,0,0,,0,0,0,,,
066_062.mp4,14.5,1,0,1,0,0,0.5,,0.577350269,0.333333333,0.333333333,,,
067_025.mp4,17.93333333,0,0,0,0,0,0,,0,0,0,,,
068_028.mp4,13.36666667,2,14.55471754,1,0,0,0.5,,0.577350269,0.333333333,0.333333333,,,
069_961.mp4,25.8,17,1.999787197,3,4,3,3.2,,0.577350269,3.333333333,0.333333333,,,
070_057.mp4,14.68,2,5.441971064,0,1,0,0.5,,0.577350269,0.333333333,0.333333333,,,
071_054.mp4,15.1,16,1.314112314,10,1,5,5.333333333,,4.509249753,5.333333333,20.33333333,,,
072_037.mp4,12.44,1,0,0,0,0,0,,0,0,0,,,
073_024.mp4,28.12,0,0,0,0,0,0,,0,0,0,,,
074_825.mp4,13.8,0,0,0,0,0,0,,0,0,0,,,
075_977.mp4,20.43333333,2,8.911441803,0,1,1,0.5,,0.577350269,0.666666667,0.333333333,,,
076_079.mp4,10.96666667,0,0,0,0,0,0,,0,0,0,,,
077_100.mp4,24.44,0,0,0,0,0,0,,0,0,0,,,
078_955.mp4,20.92,0,0,0,0,0,0,,0,0,0,,,
079_076.mp4,14.13333333,43,0.455597679,15,15,0,15,,8.660254038,10,75,,,
080_061.mp4,19.32,34,0.644081824,9,10,7,8.666666667,,1.527525232,8.666666667,2.333333333,,,
081_087.mp4,46.8,25,2.125164767,3,4,1,2.555555556,,1.527525232,2.666666667,2.333333333,,,
082_103.mp4,12.64,0,0,0,0,0,0,,0,0,0,,,
083_213.mp4,18.16666667,28,1.225296179,13,8,4,8.333333333,,4.509249753,8.333333333,20.33333333,,,
084_042.mp4,25,28,0.832925876,6,4,6,5.6,,1.154700538,5.333333333,1.333333333,,,
085_124.mp4,13.16,0,0,0,0,0,0,,0,0,0,,,
086_090.mp4,31.16666667,0,0,0,0,0,0,,0,0,0,,,
087_081.mp4,12.36,4,0.825333118,1,3,0,2,,1.527525232,1.333333333,2.333333333,,,
088_060.mp4,26.6,22,1.322189059,6,3,5,4.2,,1.527525232,4.666666667,2.333333333,,,
089_065.mp4,30.04,75,0.461783793,13,12,13,12.5,,0.577350269,12.66666667,0.333333333,,,
090_086.mp4,22.9,19,1.729418066,4,1,6,4,,2.516611478,3.666666667,6.333333333,,,
091_116.mp4,21.3,11,2.74019959,3,1,0,2.25,,1.527525232,1.333333333,2.333333333,,,
092_098.mp4,18.4,13,1.709333499,4,4,2,3.333333333,,1.154700538,3.333333333,1.333333333,,,
093_121.mp4,12.83333333,1,0,0,1,0,0.5,,0.577350269,0.333333333,0.333333333,,,
094_111.mp4,22.36,56,0.453090928,13,12,13,12.5,,0.577350269,12.66666667,0.333333333,,,
095_053.mp4,40.24,0,0,0,0,0,0,,0,0,0,,,
096_101.mp4,16.8,0,0,0,0,0,0,,0,0,0,,,
097_033.mp4,19.12,9,2.666000217,1,2,3,2,,1,2,1,,,
098_092.mp4,11.96,30,0.460551829,12,13,0,12.5,,7.234178138,8.333333333,52.33333333,,,
099_295.mp4,24.52,1,0,0,0,0,0.25,,0,0,0,,,
100_077.mp4,16.92,3,7.470501781,2,0,0,0.666666667,,1.154700538,0.666666667,1.333333333,,,
101_096.mp4,38.26666667,25,2.073666642,2,1,3,2.857142857,,1,2,1,,,
102_114.mp4,15.56,21,0.80784992,8,7,6,7,,1,7,1,,,
103_082.mp4,23.8,13,2.193583508,4,2,1,2,,1.527525232,2.333333333,2.333333333,,,
104_126.mp4,15.4,32,0.655774209,12,12,7,10.33333333,,2.886751346,10.33333333,8.333333333,,,
105_180.mp4,10,2,2.563000917,0,2,0,1,,1.154700538,0.666666667,1.333333333,,,
106_198.mp4,11.86666667,22,0.704952456,8,12,0,10,,6.110100927,6.666666667,37.33333333,,,
107_109.mp4,22.24,0,0,0,0,0,0,,0,0,0,,,
108_052.mp4,10,10,1.68011117,2,8,0,5,,4.163331999,3.333333333,17.33333333,,,
109_107.mp4,11.92,2,7.111994982,0,1,0,0.5,,0.577350269,0.333333333,0.333333333,,,
110_043.mp4,18.83333333,22,1.08576191,2,5,7,4.666666667,,2.516611478,4.666666667,6.333333333,,,
111_094.mp4,17.32,0,0,0,0,0,0,,0,0,0,,,
112_892.mp4,13.93333333,6,4.215600395,2,0,0,1,,1.154700538,0.666666667,1.333333333,,,
113_983.mp4,33.64,8,3.28471412,0,0,3,1,,1.732050808,1,3,,,
114_102.mp4,50.76,23,2.52804547,2,2,2,2.3,,0,2,0,,,
115_939.mp4,10.66666667,4,4.729000092,2,1,0,1.5,,1,1,1,,,
116_091.mp4,10.9,2,0.446999788,0,0,0,0,,0,0,0,,,
117_217.mp4,21.92,54,0.465905626,13,11,13,12.25,,1.154700538,12.33333333,1.333333333,,,
118_120.mp4,14.08,3,3.713498712,2,1,0,1.5,,1,1,1,,,
119_123.mp4,17.31034483,10,2.349777593,4,2,2,2.666666667,,1.154700538,2.666666667,1.333333333,,,
120_118.mp4,16.2,23,0.756999807,10,7,6,7.666666667,,2.081665999,7.666666667,4.333333333,,,
121_093.mp4,23.04166667,1,0,0,0,0,0.25,,0,0,0,,,
122_144.mp4,10.65517241,3,2.677001238,1,2,0,1.5,,1,1,1,,,
123_119.mp4,17.13333333,7,3.540166497,4,2,0,2,,2,2,4,,,
124_085.mp4,12.72,11,1.415000081,7,3,0,5,,3.511884584,3.333333333,12.33333333,,,
125_038.mp4,16.66666667,1,0,0,1,0,0.333333333,,0.577350269,0.333333333,0.333333333,,,
126_104.mp4,10.93333333,1,0,0,1,0,0.5,,0.577350269,0.333333333,0.333333333,,,
127_129.mp4,28.8,43,0.916333988,7,3,10,7.6,,3.511884584,6.666666667,12.33333333,,,
128_896.mp4,29.4,38,0.791810841,3,8,4,7,,2.645751311,5,7,,,
129_127.mp4,11,29,0.521428577,13,13,0,13,,7.505553499,8.666666667,56.33333333,,,
130_139.mp4,26.48,3,8.010500073,0,1,1,0.6,,0.577350269,0.666666667,0.333333333,,,
131_518.mp4,17,15,0.970642907,6,6,2,4.666666667,,2.309401077,4.666666667,5.333333333,,,
132_007.mp4,16.52,12,1.657181978,3,3,3,3,,0,3,0,,,
133_148.mp4,25.56666667,0,0,0,0,0,0,,0,0,0,,,
134_192.mp4,11.53333333,5,2.2330001,2,3,0,2.5,,1.527525232,1.666666667,2.333333333,,,
135_880.mp4,13.625,0,0,0,0,0,0,,0,0,0,,,
136_285.mp4,20.36666667,0,0,0,0,0,0,,0,0,0,,,
137_165.mp4,24.24,59,0.467741399,12,12,12,12,,0,12,0,,,
138_142.mp4,16.4,41,0.449975169,13,12,13,12.66666667,,0.577350269,12.66666667,0.333333333,,,
139_130.mp4,15.12,2,1.214967966,2,0,0,0.666666667,,1.154700538,0.666666667,1.333333333,,,
140_143.mp4,19.4,45,0.492295422,12,11,13,12,,1,12,1,,,
141_161.mp4,16.93333333,2,2.162002563,0,0,1,0.333333333,,0.577350269,0.333333333,0.333333333,,,
142_138.mp4,38.48,1,0,0,0,0,0.142857143,,0,0,0,,,
143_140.mp4,16.56,27,0.695807539,10,8,7,8.333333333,,1.527525232,8.333333333,2.333333333,,,
144_122.mp4,11.46666667,6,1.977000475,2,2,0,2,,1.154700538,1.333333333,1.333333333,,,
145_299.mp4,31.66666667,0,0,0,0,0,0,,0,0,0,,,
146_256.mp4,41.79166667,6,7.200201464,0,1,0,0.75,,0.577350269,0.333333333,0.333333333,,,
147_055.mp4,22.23333333,2,28.75499654,1,0,0,0.25,,0.577350269,0.333333333,0.333333333,,,
148_133.mp4,15.83333333,5,1.248999715,0,5,0,1.666666667,,2.886751346,1.666666667,8.333333333,,,
149_152.mp4,14.52,0,0,0,0,0,0,,0,0,0,,,
150_153.mp4,18.24,2,2.38699913,1,1,0,0.666666667,,0.577350269,0.666666667,0.333333333,,,
151_225.mp4,11.56666667,20,0.784578938,11,5,0,8,,5.507570547,5.333333333,30.33333333,,,
152_149.mp4,12.52,7,1.78466634,1,3,0,2,,1.527525232,1.333333333,2.333333333,,,
153_150.mp4,29.28,60,0.549135564,11,11,7,10.4,,2.309401077,9.666666667,5.333333333,,,
154_386.mp4,19.8,27,0.946153861,5,6,11,7.333333333,,3.214550254,7.333333333,10.33333333,,,
155_576.mp4,33.16,32,1.147742079,3,6,4,4.833333333,,1.527525232,4.333333333,2.333333333,,,
156_243.mp4,20.72,12,0.670545513,9,0,0,9,,5.196152423,3,27,,,
157_245.mp4,19.44,13,1.758752783,2,6,2,3.333333333,,2.309401077,3.333333333,5.333333333,,,
158_379.mp4,14.8,9,2.387750387,6,1,0,3.5,,3.214550254,2.333333333,10.33333333,,,
159_175.mp4,13,19,0.736888885,7,9,0,8,,4.725815626,5.333333333,22.33333333,,,
160_928.mp4,17.8,1,0,1,0,0,0.333333333,,0.577350269,0.333333333,0.333333333,,,
161_141.mp4,12.3,2,0.58199811,0,2,0,1,,1.154700538,0.666666667,1.333333333,,,
162_330.mp4,22.83333333,5,6.24025017,1,1,0,0.75,,0.577350269,0.666666667,0.333333333,,,
163_031.mp4,10.13333333,27,0.535461618,15,11,0,13,,7.767453465,8.666666667,60.33333333,,,
164_216.mp4,40.84,11,3.75130024,2,4,0,1.375,,2,2,4,,,
165_137.mp4,15.48,4,1.906000455,0,1,3,1.333333333,,1.527525232,1.333333333,2.333333333,,,
166_167.mp4,30.24,1,0,1,0,0,0.166666667,,0.577350269,0.333333333,0.333333333,,,
167_166.mp4,13.64,3,5.203999639,1,1,0,1,,0.577350269,0.666666667,0.333333333,,,
168_222.mp4,40.93333333,0,0,0,0,0,0,,0,0,0,,,
169_227.mp4,21.63333333,9,1.856125295,3,5,1,2.25,,2,3,4,,,
170_186.mp4,16.8,9,2.593375355,2,6,1,3,,2.645751311,3,7,,,
171_173.mp4,18.03333333,15,1.598357303,4,7,1,4,,3,4,9,,,
172_582.mp4,25.06666667,25,1.383749972,2,6,2,5,,2.309401077,3.333333333,5.333333333,,,
173_171.mp4,24.03333333,32,1.073064504,8,6,10,7,,2,8,4,,,
174_964.mp4,13.8,2,0.464996815,0,2,0,1,,1.154700538,0.666666667,1.333333333,,,
175_159.mp4,20.16,50,0.46087754,13,12,12,12.25,,0.577350269,12.33333333,0.333333333,,,
176_190.mp4,12.53333333,4,2.831335147,0,2,0,1,,1.154700538,0.666666667,1.333333333,,,
177_211.mp4,16.4,4,4.684667905,1,0,2,1,,1,1,1,,,
178_598.mp4,20.84,3,0.517500162,0,0,0,0.75,,0,0,0,,,
179_212.mp4,42,15,3.30757153,0,2,1,1.75,,1,1,1,,,
180_105.mp4,18.96666667,3,3.531999707,0,2,1,1,,1,1,1,,,
181_199.mp4,15.93333333,41,0.522925001,11,14,14,13,,1.732050808,13,3,,,
182_242.mp4,20.66666667,0,0,0,0,0,0,,0,0,0,,,
183_253.mp4,13,9,1.837876022,6,2,0,4,,3.055050463,2.666666667,9.333333333,,,
184_205.mp4,50.16,0,0,0,0,0,0,,0,0,0,,,
185_276.mp4,35,0,0,0,0,0,0,,0,0,0,,,
186_170.mp4,11.13333333,19,1.009944916,9,7,0,8,,4.725815626,5.333333333,22.33333333,,,
187_234.mp4,32.86666667,59,0.764966023,7,8,9,8.833333333,,1,8,1,,,
188_191.mp4,10.33333333,0,0,0,0,0,0,,0,0,0,,,
189_200.mp4,20.48,46,0.504977756,13,12,10,11.25,,1.527525232,11.66666667,2.333333333,,,
190_176.mp4,11.03333333,2,9.975999594,1,1,0,1,,0.577350269,0.666666667,0.333333333,,,
191_188.mp4,12.4,12,1.941818172,5,3,0,4,,2.516611478,2.666666667,6.333333333,,,
192_134.mp4,9.566666667,0,0,0,0,0,0,,0,0,0,,,
193_030.mp4,12.4,6,3.917399406,2,2,0,2,,1.154700538,1.333333333,1.333333333,,,
194_235.mp4,22.68,12,1.939090946,4,2,2,3,,1.154700538,2.666666667,1.333333333,,,
195_442.mp4,13.32,22,0.670095183,8,8,0,8,,4.618802154,5.333333333,21.33333333,,,
196_310.mp4,17.04,43,0.450047612,13,12,13,12.66666667,,0.577350269,12.66666667,0.333333333,,,
197_224.mp4,35.2,3,0.447998762,0,3,0,0.428571429,,1.732050808,1,3,,,
198_106.mp4,13.06666667,8,2.217714276,3,1,0,2,,1.527525232,1.333333333,2.333333333,,,
199_181.mp4,12.26666667,1,0,1,0,0,0.5,,0.577350269,0.333333333,0.333333333,,,
200_189.mp4,28.76,0,0,0,0,0,0,,0,0,0,,,
201_203.mp4,34.52,21,1.817900074,2,5,2,3.166666667,,1.732050808,3,3,,,
202_348.mp4,12.92,1,0,0,1,0,0.5,,0.577350269,0.333333333,0.333333333,,,
203_201.mp4,17.84,5,3.308250427,2,1,2,1.666666667,,0.577350269,1.666666667,0.333333333,,,
204_230.mp4,17.16666667,0,0,0,0,0,0,,0,0,0,,,
205_184.mp4,12.28,2,8.866965294,1,1,0,1,,0.577350269,0.666666667,0.333333333,,,
206_221.mp4,28.56,50,0.617224469,11,3,8,9,,4.041451884,7.333333333,16.33333333,,,
207_908.mp4,14.41666667,1,0,0,0,0,0,,0,0,0,,,
208_215.mp4,18.6,0,0,0,0,0,0,,0,0,0,,,
209_016.mp4,11.23333333,10,1.483222379,5,4,0,4.5,,2.645751311,3,7,,,
210_241.mp4,27.96666667,1,0,0,0,0,0.2,,0,0,0,,,
211_177.mp4,21.08,53,0.457807147,13,12,13,12.5,,0.577350269,12.66666667,0.333333333,,,
212_179.mp4,13.83333333,29,0.611250051,12,10,0,11,,6.429100507,7.333333333,41.33333333,,,
213_083.mp4,12.6,10,1.786221716,6,2,0,4,,3.055050463,2.666666667,9.333333333,,,
214_255.mp4,15.4,9,2.129874587,4,2,3,3,,1,3,1,,,
215_208.mp4,23.52,10,2.575111628,2,2,3,2,,0.577350269,2.333333333,0.333333333,,,
216_164.mp4,19.04,11,1.619800115,3,3,3,3,,0,3,0,,,
217_117.mp4,28.08,28,1.134407511,4,5,8,5.6,,2.081665999,5.666666667,4.333333333,,,
218_239.mp4,14.12,16,1.038066785,5,2,0,3.5,,2.516611478,2.333333333,6.333333333,,,
219_220.mp4,14,0,0,0,0,0,0,,0,0,0,,,
220_219.mp4,14.28,2,1.844964504,0,0,0,0,,0,0,0,,,
221_206.mp4,28.72,1,0,1,0,0,0.2,,0.577350269,0.333333333,0.333333333,,,
222_168.mp4,13.56666667,6,3.291400003,3,1,0,2,,1.527525232,1.333333333,2.333333333,,,
223_586.mp4,5.6,0,0,0,0,0,0,,0,0,0,,,
224_197.mp4,19.52,2,15.07499838,0,1,0,0.333333333,,0.577350269,0.333333333,0.333333333,,,
225_151.mp4,10.13333333,0,0,0,0,0,0,,0,0,0,,,
226_491.mp4,10.93333333,9,1.691812098,8,0,0,4,,4.618802154,2.666666667,21.33333333,,,
227_169.mp4,14.7,4,6.106948694,2,1,0,1.5,,1,1,1,,,
228_289.mp4,22.24,6,2.253338194,3,2,1,1.5,,1,2,1,,,
229_247.mp4,15.68,0,0,0,0,0,0,,0,0,0,,,
230_204.mp4,12.4,19,0.831604825,10,7,0,8.5,,5.131601439,5.666666667,26.33333333,,,
231_663.mp4,22.92,38,0.682494286,11,8,6,8.5,,2.516611478,8.333333333,6.333333333,,,
232_248.mp4,19.13333333,9,2.047859073,0,2,4,2,,2,2,4,,,
233_995.mp4,22.5,25,1.20386068,9,9,3,6,,3.464101615,7,12,,,
234_187.mp4,17.6,6,2.340176582,2,3,1,2,,1,2,1,,,
235_194.mp4,12.48,7,2.030573527,5,1,0,3,,2.645751311,2,7,,,
236_237.mp4,26.04,50,0.571425613,11,11,10,10,,0.577350269,10.66666667,0.333333333,,,
237_236.mp4,30.28,3,9.874192715,1,0,1,0.75,,0.577350269,0.666666667,0.333333333,,,
238_282.mp4,24.88,33,0.851180844,7,7,6,7,,0.577350269,6.666666667,0.333333333,,,
239_218.mp4,23.52,24,1.011825821,7,6,5,5.5,,1,6,1,,,
240_290.mp4,42.46666667,51,1.132483912,7,5,9,5.875,,2,7,4,,,
241_210.mp4,9.733333333,30,0.451693461,15,0,0,15,,8.660254038,5,75,,,
242_182.mp4,11.03333333,0,0,0,0,0,0,,0,0,0,,,
243_156.mp4,15.48,14,1.051782773,8,5,0,6.5,,4.041451884,4.333333333,16.33333333,,,
244_822.mp4,22.28,9,3.133627951,2,2,2,1.75,,0,2,0,,,
245_157.mp4,13.36,3,5.092217684,1,2,0,1.5,,1,1,1,,,
246_258.mp4,16.53333333,6,2.670637131,2,3,1,2,,1,2,1,,,
247_229.mp4,15.96,1,0,0,1,0,0.333333333,,0.577350269,0.333333333,0.333333333,,,
248_232.mp4,16.53333333,4,5.060564836,1,0,3,1.333333333,,1.527525232,1.333333333,2.333333333,,,
249_280.mp4,21.06666667,38,0.759635352,5,8,9,9,,2.081665999,7.333333333,4.333333333,,,
250_461.mp4,22.56,0,0,0,0,0,0,,0,0,0,,,
