Video_ID,Video_Time,Blink_count,Ave_count,1st(5 sec),2st(5 sec),3st(5 sec),Avg Time varibale(5 sec),,,,,母體1-3(5 sec) 標準差,
000_003.mp4,12.12,8,1.729279859,3,4,0,3.5,,4.333333333,,,4.141779958,
001_870.mp4,24.16,6,2.970139551,0,2,1,1.5,,1,,,,
002_006.mp4,10.33333333,18,0.794373456,9,8,0,8.5,,24.33333333,,,,樣本1-3(5 sec)變異數
003_000.mp4,15.84,34,0.527917371,11,9,12,10.66666667,,2.333333333,,,,17.16006124
004_982.mp4,33.8,22,1.507442508,1,6,4,3,,6.333333333,,,,
005_010.mp4,18.96,3,0.991000295,0,3,0,1,,3,,,,樣本1-3(5 sec)平均數
006_002.mp4,23.1,1,0,0,0,0,0.25,,0,,,,3.307666667
007_132.mp4,16.52,10,1.867152241,2,4,4,3.333333333,,1.333333333,,,,
008_990.mp4,12.2,0,0,0,0,0,0,,0,,,,
009_027.mp4,10.5,5,2.431144536,2,3,0,2.5,,2.333333333,,,,
010_005.mp4,15.4,8,2.437003919,2,1,4,2.333333333,,2.333333333,,,,
011_805.mp4,17.125,14,1.38488102,2,1,6,3,,7,,,,
012_026.mp4,12.88,2,9.408030987,1,0,0,0.5,,0.333333333,,,,
013_883.mp4,17.32,0,0,0,0,0,0,,0,,,,
014_790.mp4,23,33,0.945210099,4,7,10,7.25,,9,,,,
015_919.mp4,17.8,17,1.3885068,10,5,1,5.333333333,,20.33333333,,,,
016_209.mp4,11.23333333,2,4.770347595,0,2,0,1,,1.333333333,,,,
017_803.mp4,11.88,2,0.454152584,0,2,0,1,,1.333333333,,,,
018_019.mp4,46.16666667,7,6.682671984,0,1,1,0.777777778,,0.333333333,,,,
019_018.mp4,14.4,4,2.225666285,2,2,0,2,,1.333333333,,,,
020_344.mp4,25.24,62,0.455450687,11,13,12,12.2,,1,,,,
021_312.mp4,14.26666667,22,0.826804377,8,10,0,9,,28,,,,
022_489.mp4,18.86666667,1,0,0,0,1,0.333333333,,0.333333333,,,,
023_923.mp4,24.08,0,0,0,0,0,0,,0,,,,
024_073.mp4,28.12,8,3.911025013,1,1,3,1.4,,1.333333333,,,,
025_067.mp4,17.93333333,0,0,0,0,0,0,,0,,,,
026_012.mp4,14.52,23,0.734181729,10,5,0,7.5,,25,,,,
027_009.mp4,19.6,10,2.500621292,1,3,4,2.666666667,,2.333333333,,,,
028_068.mp4,13.36666667,0,0,0,0,0,0,,0,,,,
029_048.mp4,19.4,0,0,0,0,0,0,,0,,,,
030_193.mp4,12.4,7,2.183601856,1,4,0,2.5,,4.333333333,,,,
031_163.mp4,10.13333333,18,0.784866319,7,10,0,8.5,,26.33333333,,,,
032_944.mp4,11.4,13,0.982707699,5,6,0,5.5,,10.33333333,,,,
033_097.mp4,19.12,23,0.691290682,10,7,0,8.5,,26.33333333,,,,
034_590.mp4,20,29,0.917901312,11,8,3,7.25,,16.33333333,,,,
035_036.mp4,13.48,0,0,0,0,0,0,,0,,,,
036_035.mp4,16.92,2,2.385396719,2,0,0,0.666666667,,1.333333333,,,,
037_072.mp4,12.44,1,0,1,0,0,0.5,,0.333333333,,,,
038_125.mp4,16.66666667,2,11.46699119,0,1,1,0.666666667,,0.333333333,,,,
039_058.mp4,22.3,10,3.311320278,5,1,2,2.25,,4.333333333,,,,
040_997.mp4,17.52,3,0.720014572,2,1,0,1,,1,,,,
041_063.mp4,37.2,31,1.294683663,5,1,4,4.142857143,,4.333333333,,,,
042_084.mp4,15.625,18,0.87575754,8,6,4,6,,4,,,,
043_110.mp4,18.83333333,31,0.84864401,8,6,10,8,,4,,,,
044_945.mp4,25.36666667,33,1.044739373,7,5,4,6.4,,2.333333333,,,,
045_889.mp4,13.16,1,0,0,0,0,0,,0,,,,
046_904.mp4,11.96666667,0,0,0,0,0,0,,0,,,,
047_862.mp4,15.66666667,14,1.596405359,1,5,7,4.333333333,,9.333333333,,,,
048_029.mp4,16.64,3,4.739265561,1,2,0,1,,1,,,,
049_946.mp4,15.4,8,2.780205352,1,2,4,2.333333333,,2.333333333,,,,
050_059.mp4,28.84,16,2.088595899,2,1,4,2.8,,2.333333333,,,,
051_332.mp4,27.8,32,0.980272216,7,5,4,5.6,,2.333333333,,,,
052_108.mp4,10,1,0,0,1,0,0.5,,0.333333333,,,,
053_095.mp4,40.24,1,0,1,0,0,0.125,,0.333333333,,,,
054_071.mp4,15.1,4,5.477946361,1,1,2,1.333333333,,0.333333333,,,,
055_147.mp4,22.23333333,5,5.661365688,1,2,0,1.25,,1,,,,
056_996.mp4,12.48,15,0.929036226,6,7,0,6.5,,14.33333333,,,,
057_070.mp4,14.68,8,2.147744281,2,3,0,2.5,,2.333333333,,,,
058_039.mp4,20.3,53,0.520958318,14,13,12,13,,1,,,,
059_050.mp4,21.2,32,0.765016548,10,8,8,7.75,,1.333333333,,,,
060_088.mp4,26.6,45,0.646396545,9,10,5,8.2,,7,,,,
061_080.mp4,19.32,16,1.389298614,5,3,3,3.666666667,,1.333333333,,,,
062_066.mp4,14.5,4,4.471241236,1,2,0,1.5,,1,,,,
063_041.mp4,13.96,10,1.695407311,4,3,0,3.5,,4.333333333,,,,
064_991.mp4,16.08,19,0.878693673,7,9,3,6.333333333,,9.333333333,,,,
065_089.mp4,30.04,41,0.849563134,9,7,6,6.833333333,,2.333333333,,,,
066_062.mp4,14.1,34,0.573116526,14,9,0,11.5,,50.33333333,,,,
067_025.mp4,24.9,9,4.169553787,1,2,2,1.75,,0.333333333,,,,
068_028.mp4,14.46666667,0,0,0,0,0,0,,0,,,,
069_961.mp4,10.76666667,10,1.533319129,4,5,0,4.5,,7,,,,
070_057.mp4,17.24,29,0.676653615,5,11,9,8.333333333,,9.333333333,,,,
071_054.mp4,12.26666667,0,0,0,0,0,0,,0,,,,
072_037.mp4,18.16,5,3.892703652,1,2,1,1.333333333,,0.333333333,,,,
073_024.mp4,12.24,0,0,0,0,0,0,,0,,,,
074_825.mp4,21.88,1,0,1,0,0,0.25,,0.333333333,,,,
075_977.mp4,21.7,0,0,0,0,0,0,,0,,,,
076_079.mp4,14.13333333,20,0.955973638,8,5,0,6.5,,16.33333333,,,,
077_100.mp4,16.92,0,0,0,0,0,0,,0,,,,
078_955.mp4,21.24,9,2.801750243,3,3,1,2.25,,1.333333333,,,,
079_076.mp4,10.96666667,2,0.760999918,2,0,0,1,,1.333333333,,,,
080_061.mp4,13.48,7,1.822499673,2,3,0,2.5,,2.333333333,,,,
081_087.mp4,12.36,13,1.084999919,4,6,0,5,,9.333333333,,,,
082_103.mp4,23.8,1,0,1,0,0,0.25,,0.333333333,,,,
083_213.mp4,12.6,15,1.441285661,6,6,0,6,,12,,,,
084_042.mp4,22.53333333,15,1.435571449,3,1,1,3,,1.333333333,,,,
085_124.mp4,12.72,6,2.447199631,2,3,0,2.5,,2.333333333,,,,
086_090.mp4,22.9,2,19.27600169,1,0,0,0.5,,0.333333333,,,,
087_081.mp4,46.8,2,2.207002163,0,0,0,0.222222222,,0,,,,
088_060.mp4,33.76,7,5.108253678,1,0,1,1,,0.333333333,,,,
089_065.mp4,17.68,22,0.911333232,7,6,7,6.666666667,,0.333333333,,,,
090_086.mp4,31.16666667,7,3.819999695,0,0,1,0.833333333,,0.333333333,,,,
091_116.mp4,10.9,0,0,0,0,0,0,,0,,,,
092_098.mp4,11.96,28,0.496814798,12,11,0,11.5,,44.33333333,,,,
093_121.mp4,23.04166667,0,0,0,0,0,0,,0,,,,
094_111.mp4,17.32,3,5.109500051,1,2,0,1,,1,,,,
095_053.mp4,16.68,3,3.621500254,1,2,0,1,,1,,,,
096_101.mp4,38.26666667,0,0,0,0,0,0,,0,,,,
097_033.mp4,32.36,55,0.664963016,6,8,7,8.5,,1,,,,
098_092.mp4,18.4,22,0.944142989,5,7,5,5.666666667,,1.333333333,,,,
099_295.mp4,16.44,7,4.004499753,3,2,0,1.666666667,,2.333333333,,,,
100_077.mp4,24.44,9,2.79000017,1,2,2,1.75,,0.333333333,,,,
101_096.mp4,16.8,3,9.891999602,1,1,0,0.666666667,,0.333333333,,,,
102_114.mp4,50.76,127,0.450023797,13,12,13,12.5,,0.333333333,,,,
103_082.mp4,12.64,0,0,0,0,0,0,,0,,,,
104_126.mp4,10.93333333,13,1.135666788,5,7,0,6,,13,,,,
105_180.mp4,18.96666667,7,2.53516682,2,2,3,2.333333333,,0.333333333,,,,
106_198.mp4,13.06666667,6,2.015199995,4,2,0,3,,4,,,,
107_109.mp4,11.92,5,2.890999794,4,0,0,2,,5.333333333,,,,
108_052.mp4,10.76666667,6,1.914599514,1,5,0,3,,7,,,,
109_107.mp4,22.24,8,3.310285466,3,1,2,1.75,,1,,,,
110_043.mp4,16.5,25,0.900083294,8,5,9,7.333333333,,4.333333333,,,,
111_094.mp4,22.36,50,0.505224491,13,10,12,11,,2.333333333,,,,
112_892.mp4,10.36666667,6,2.862600279,3,3,0,3,,3,,,,
113_983.mp4,16.24,3,0.449999213,0,0,3,1,,3,,,,
114_102.mp4,15.56,5,3.701506495,3,0,2,1.666666667,,2.333333333,,,,
115_939.mp4,17.03333333,47,0.499108646,14,13,15,14,,1,,,,
116_091.mp4,21.3,7,3.037666996,0,1,4,1.75,,4.333333333,,,,
117_217.mp4,28.08,19,1.539222214,3,3,5,3.6,,1.333333333,,,,
118_120.mp4,16.2,39,0.475552659,12,12,12,12,,0,,,,
119_123.mp4,17.72413793,1,0,1,0,0,0.333333333,,0.333333333,,,,
120_118.mp4,14.08,1,0,1,0,0,0.5,,0.333333333,,,,
121_093.mp4,12.83333333,1,0,1,0,0,0.5,,0.333333333,,,,
122_144.mp4,11.86206897,12,1.248906396,5,5,0,5,,8.333333333,,,,
123_119.mp4,16.73333333,10,2.361110316,5,3,1,3,,4,,,,
124_085.mp4,13.16,0,0,0,0,0,0,,0,,,,
125_038.mp4,10.16666667,2,3.137999296,0,2,0,1,,1.333333333,,,,
126_104.mp4,15.4,19,0.917499966,4,6,8,6,,4,,,,
127_129.mp4,11,4,3.308998982,1,3,0,2,,2.333333333,,,,
128_896.mp4,21.24,27,0.917306579,2,7,4,6.25,,6.333333333,,,,
129_127.mp4,28.8,86,0.458470575,15,15,15,15,,0,,,,
130_139.mp4,15.12,3,5.760000825,1,1,1,1,,0,,,,
131_518.mp4,16.38888889,0,0,0,0,0,0,,0,,,,
132_007.mp4,20.2,0,0,0,0,0,0,,0,,,,
133_148.mp4,15.83333333,0,0,0,0,0,0,,0,,,,
134_192.mp4,9.566666667,2,5.970000029,1,0,0,1,,0.333333333,,,,
135_880.mp4,18.125,42,0.483512111,11,12,12,11.66666667,,0.333333333,,,,
136_285.mp4,12.76666667,16,1.029933516,3,11,0,7,,32.33333333,,,,
137_165.mp4,15.48,20,0.845684277,4,8,7,6.333333333,,4.333333333,,,,
138_142.mp4,38.48,0,0,0,0,0,0,,0,,,,
139_130.mp4,26.48,1,0,0,0,1,0.2,,0.333333333,,,,
140_143.mp4,16.56,36,0.529742827,10,11,12,11,,1,,,,
141_161.mp4,12.3,5,2.579750299,2,2,0,2,,1.333333333,,,,
142_138.mp4,16.4,14,1.170153801,10,2,2,4.666666667,,21.33333333,,,,
143_140.mp4,19.4,45,0.489749946,12,12,13,12.33333333,,0.333333333,,,,
144_122.mp4,10.3,3,3.720998645,2,1,0,1.5,,1,,,,
145_299.mp4,20.93333333,0,0,0,0,0,0,,0,,,,
146_256.mp4,22.75,17,1.40606235,2,4,2,3,,1.333333333,,,,
147_055.mp4,13.13333333,27,0.62642324,10,12,0,11,,41.33333333,,,,
148_133.mp4,25.56666667,6,5.117800283,2,3,0,1.2,,2.333333333,,,,
149_152.mp4,12.52,0,0,0,0,0,0,,0,,,,
150_153.mp4,29.28,6,5.141799307,3,1,0,1.2,,2.333333333,,,,
151_225.mp4,10.13333333,0,0,0,0,0,0,,0,,,,
152_149.mp4,14.52,0,0,0,0,0,0,,0,,,,
153_150.mp4,18.24,13,1.458999932,5,2,3,3.333333333,,2.333333333,,,,
154_386.mp4,14.96666667,1,0,0,0,0,0,,0,,,,
155_576.mp4,18.44,0,0,0,0,0,0,,0,,,,
156_243.mp4,15.48,2,0.44799757,0,0,0,0,,0,,,,
157_245.mp4,13.36,4,3.001667182,2,2,0,2,,1.333333333,,,,
158_379.mp4,11.36666667,8,2.063999789,5,2,0,3.5,,6.333333333,,,,
159_175.mp4,20.16,48,0.481425559,13,11,11,11.75,,1.333333333,,,,
160_928.mp4,12.53333333,1,0,1,0,0,0.5,,0.333333333,,,,
161_141.mp4,16.93333333,0,0,0,0,0,0,,0,,,,
162_330.mp4,13.56666667,17,1.108062387,10,5,0,7.5,,25,,,,
163_031.mp4,16.06666667,25,0.900708208,10,6,7,7.666666667,,4.333333333,,,,
164_216.mp4,19.04,6,1.869001245,2,4,0,2,,4,,,,
165_137.mp4,24.24,11,2.168800688,3,3,2,2,,0.333333333,,,,
166_167.mp4,13.64,1,0,1,0,0,0.5,,0.333333333,,,,
167_166.mp4,30.24,0,0,0,0,0,0,,0,,,,
168_222.mp4,13.56666667,0,0,0,0,0,0,,0,,,,
169_227.mp4,14.7,1,0,0,1,0,0.5,,0.333333333,,,,
170_186.mp4,11.13333333,8,2.680714539,2,4,0,3,,4,,,,
171_173.mp4,24.03333333,32,1.071548462,5,9,7,6.75,,4,,,,
172_582.mp4,14.36666667,41,0.480324942,14,15,0,14.5,,70.33333333,,,,
173_171.mp4,18.03333333,14,1.580768989,3,1,9,4.333333333,,17.33333333,,,,
174_964.mp4,15.03333333,1,0,1,0,0,0.333333333,,0.333333333,,,,
175_159.mp4,13,28,0.529814826,12,9,0,10.5,,39,,,,
176_190.mp4,11.03333333,1,0,0,1,0,0.5,,0.333333333,,,,
177_211.mp4,21.08,23,1.031819192,5,4,6,5.25,,1,,,,
178_598.mp4,27.44,8,2.519999777,0,2,0,1.6,,1.333333333,,,,
179_212.mp4,13.83333333,42,0.449756111,15,15,0,15,,75,,,,
180_105.mp4,10,4,3.961332083,1,3,0,2,,2.333333333,,,,
181_199.mp4,12.26666667,21,0.758149886,10,8,0,9,,28,,,,
182_242.mp4,11.03333333,0,0,0,0,0,0,,0,,,,
183_253.mp4,16.7,0,0,0,0,0,0,,0,,,,
184_205.mp4,12.28,4,1.836990992,1,3,0,2,,2.333333333,,,,
185_276.mp4,13.24,0,0,0,0,0,0,,0,,,,
186_170.mp4,16.8,23,1.302909147,8,7,5,6.666666667,,2.333333333,,,,
187_234.mp4,17.6,36,0.654400076,10,8,11,9.666666667,,2.333333333,,,,
188_191.mp4,12.4,7,2.647166848,3,3,0,3,,3,,,,
189_200.mp4,28.76,22,1.53190346,5,4,3,3.8,,1,,,,
190_176.mp4,12.53333333,17,1.279750168,7,7,0,7,,16.33333333,,,,
191_188.mp4,10.33333333,0,0,0,0,0,0,,0,,,,
192_134.mp4,11.53333333,8,1.703428643,4,3,0,3.5,,4.333333333,,,,
193_030.mp4,9.9,7,2.349666715,4,0,0,4,,5.333333333,,,,
194_235.mp4,12.48,7,2.273166458,3,1,0,2,,2.333333333,,,,
195_442.mp4,14.2,7,2.052832921,3,0,0,1.5,,3,,,,
196_310.mp4,15,18,0.910529389,7,4,7,6,,3,,,,
197_224.mp4,19.52,6,3.058399153,2,3,1,2,,1,,,,
198_106.mp4,11.86666667,28,0.561630726,11,13,0,12,,49,,,,
199_181.mp4,15.93333333,7,3.380166411,2,2,3,2.333333333,,0.333333333,,,,
200_189.mp4,20.48,18,1.324470815,5,4,4,4.25,,0.333333333,,,,
201_203.mp4,17.84,3,4.941500545,1,2,0,1,,1,,,,
202_348.mp4,16.56,4,4.428667307,1,1,0,0.666666667,,0.333333333,,,,
203_201.mp4,34.52,25,1.589916726,4,4,3,3.5,,0.333333333,,,,
204_230.mp4,12.4,6,2.766399813,1,4,0,2.5,,4.333333333,,,,
205_184.mp4,50.16,0,0,0,0,0,0,,0,,,,
206_221.mp4,28.72,0,0,0,0,0,0,,0,,,,
207_908.mp4,27.79166667,2,5.249006033,0,0,0,0.4,,0,,,,
208_215.mp4,23.52,2,0.673994064,2,0,0,0.5,,1.333333333,,,,
209_016.mp4,22.6,63,0.489257974,15,15,11,13.75,,5.333333333,,,,
210_241.mp4,9.733333333,23,0.580045451,12,0,0,12,,48,,,,
211_177.mp4,16.4,40,0.482641141,13,12,11,12,,1,,,,
212_179.mp4,42,8,5.864714691,4,1,0,1,,4.333333333,,,,
213_083.mp4,18.16666667,4,2.064673821,4,0,0,1.333333333,,5.333333333,,,,
214_255.mp4,15.66666667,17,1.262312591,6,2,9,5.666666667,,12.33333333,,,,
215_208.mp4,18.6,1,0,0,1,0,0.333333333,,0.333333333,,,,
216_164.mp4,40.84,17,2.818187296,4,2,0,2,,4,,,,
217_117.mp4,21.92,34,0.959787889,6,6,10,7.25,,5.333333333,,,,
218_239.mp4,23.52,52,0.509156858,11,9,13,11.25,,4,,,,
219_220.mp4,14.28,4,3.140666723,3,1,0,2,,2.333333333,,,,
220_219.mp4,14,0,0,0,0,0,0,,0,,,,
221_206.mp4,28.56,0,0,0,0,0,0,,0,,,,
222_168.mp4,40.93333333,0,0,0,0,0,0,,0,,,,
223_586.mp4,6.316666667,3,1.590997458,3,0,0,3,,3,,,,
224_197.mp4,35.2,6,7.226201296,2,0,1,0.857142857,,1,,,,
225_151.mp4,11.56666667,0,0,0,0,0,0,,0,,,,
226_491.mp4,14.23333333,13,1.527500014,5,5,0,5,,8.333333333,,,,
227_169.mp4,21.63333333,33,0.903718725,10,5,8,7.5,,6.333333333,,,,
228_289.mp4,23.88,1,0,0,0,1,0.25,,0.333333333,,,,
229_247.mp4,15.96,0,0,0,0,0,0,,0,,,,
230_204.mp4,17.16666667,0,0,0,0,0,0,,0,,,,
231_663.mp4,12.64,2,0.621999741,2,0,0,1,,1.333333333,,,,
232_248.mp4,16.53333333,2,2.564092159,0,0,2,0.666666667,,1.333333333,,,,
233_995.mp4,18.26666667,21,1.18834796,10,5,3,6,,13,,,,
234_187.mp4,32.86666667,9,5.349449754,2,2,1,1.333333333,,0.333333333,,,,
235_194.mp4,22.68,13,1.87011385,5,1,5,3,,5.333333333,,,,
236_237.mp4,30.28,11,2.286364603,2,3,2,1.833333333,,0.333333333,,,,
237_236.mp4,26.04,12,2.631510626,5,2,2,2.2,,3,,,,
238_282.mp4,23.76,8,2.964186498,3,3,1,1.75,,1.333333333,,,,
239_218.mp4,14.12,7,2.54298532,4,2,0,3,,4,,,,
240_290.mp4,14.06666667,19,1.048693975,7,4,0,5.5,,12.33333333,,,,
241_210.mp4,27.96666667,14,2.191870946,3,2,1,2.8,,1,,,,
242_182.mp4,20.66666667,0,0,0,0,0,0,,0,,,,
243_156.mp4,20.72,4,4.375454267,2,1,1,1.333333333,,0.333333333,,,,
244_822.mp4,11.88,2,1.676102877,2,0,0,1,,1.333333333,,,,
245_157.mp4,19.44,6,3.924521208,2,0,3,1.666666667,,2.333333333,,,,
246_258.mp4,16.6,3,6.653789997,2,0,1,1,,1,,,,
247_229.mp4,15.68,3,4.838740826,0,2,1,1,,1,,,,
248_232.mp4,19.13333333,5,4.853038669,1,0,3,1.333333333,,2.333333333,,,,
249_280.mp4,20.2,23,1.231135596,4,5,7,5.5,,2.333333333,,,,
250_461.mp4,24.48,17,1.381292313,6,3,3,4,,3,,,,
251_375.mp4,14.12,4,3.870667617,1,2,0,1.5,,1,,,,
252_266.mp4,18.6,41,0.520478451,12,10,10,10.66666667,,1.333333333,,,,
253_183.mp4,13,9,2.01630646,4,3,0,3.5,,4.333333333,,,,
254_261.mp4,27.08,11,2.283406377,3,2,4,2.25,,1,,,,
255_214.mp4,15.4,8,2.654358796,5,2,1,2.666666667,,4.333333333,,,,
256_146.mp4,41.79166667,2,5.65639329,0,0,0,0.25,,0,,,,
257_420.mp4,45.04,28,1.855768937,5,2,2,3.111111111,,3,,,,
258_246.mp4,16.53333333,13,1.857565045,6,3,2,3.666666667,,4.333333333,,,,
259_345.mp4,16.92,23,0.630729198,2,9,8,6.333333333,,14.33333333,,,,
260_331.mp4,18.76,11,1.754496121,4,5,1,3.333333333,,4.333333333,,,,
261_254.mp4,17.08,0,0,0,0,0,0,,0,,,,
262_301.mp4,30.52,9,3.178383589,1,0,4,1.5,,4.333333333,,,,
263_284.mp4,16.1,23,0.719336152,1,11,11,7.666666667,,33.33333333,,,,
264_271.mp4,16.33333333,17,1.339072078,6,6,4,5.333333333,,1.333333333,,,,
265_475.mp4,13.48,7,2.259861946,3,3,0,3,,3,,,,
266_252.mp4,22.88,49,0.534060359,13,10,10,10.75,,3,,,,
267_286.mp4,22.26666667,53,0.570670903,14,10,9,11.5,,7,,,,
268_269.mp4,12.9,12,1.374959165,2,8,0,5,,17.33333333,,,,
269_268.mp4,48.83333333,37,1.793853747,8,2,0,3.666666667,,17.33333333,,,,
270_297.mp4,15.6,36,0.491264221,11,11,12,11.33333333,,0.333333333,,,,
271_264.mp4,15.16666667,0,0,0,0,0,0,,0,,,,
272_396.mp4,17.5,36,0.639929669,9,11,12,10.66666667,,2.333333333,,,,
273_807.mp4,21.66666667,3,10.65177143,1,0,0,0.75,,0.333333333,,,,
274_412.mp4,19.06666667,0,0,0,0,0,0,,0,,,,
275_887.mp4,13.56,0,0,0,0,0,0,,0,,,,
276_185.mp4,35,33,1.177884676,4,5,6,4.714285714,,1,,,,
277_335.mp4,12.8,39,0.450879894,15,15,0,15,,75,,,,
278_306.mp4,29.12,5,4.73638314,1,1,2,1,,0.333333333,,,,
279_298.mp4,18.96666667,1,0,0,1,0,0.333333333,,0.333333333,,,,
280_249.mp4,21.06666667,6,5.628174639,1,0,2,1.25,,1,,,,
281_474.mp4,9.866666667,14,0.646648535,12,0,0,12,,48,,,,
282_238.mp4,24.88,4,8.473846118,1,1,1,0.75,,0,,,,
283_313.mp4,16.03333333,11,1.930667424,3,3,5,3.666666667,,1.333333333,,,,
284_263.mp4,10,6,2.54824338,4,2,0,3,,4,,,,
285_136.mp4,20.36666667,13,1.845398585,3,3,5,3.25,,1.333333333,,,,
286_267.mp4,10.2,14,1.030514772,6,8,0,7,,17.33333333,,,,
287_426.mp4,11.16666667,7,1.53860573,4,3,0,3.5,,4.333333333,,,,
288_321.mp4,22.68,4,8.326724609,1,0,0,0.5,,0.333333333,,,,
289_228.mp4,22.24,17,1.549185172,3,3,3,3.5,,0,,,,
290_240.mp4,42.46666667,13,4.584770779,1,2,2,1.375,,0.333333333,,,,
291_874.mp4,15.63333333,10,2.645555576,3,3,3,3,,0,,,,
292_294.mp4,20.13333333,7,3.175638596,0,3,2,1.75,,2.333333333,,,,
293_296.mp4,13.44,12,1.247898774,4,4,0,4,,5.333333333,,,,
294_292.mp4,14.16666667,10,1.820199331,4,4,0,4,,5.333333333,,,,
295_099.mp4,24.52,3,2.578294992,0,0,1,0.75,,0.333333333,,,,
296_293.mp4,30.32,1,0,1,0,0,0.166666667,,0.333333333,,,,
297_270.mp4,12.44,6,2.394698858,3,1,0,2,,2.333333333,,,,
298_279.mp4,30.2,16,2.34338727,2,3,3,2.666666667,,0.333333333,,,,
299_145.mp4,31.66666667,0,0,0,0,0,0,,0,,,,
300_304.mp4,24.4,16,1.533433755,4,3,5,3.75,,1,,,,
301_262.mp4,15.88,10,1.500341389,5,3,2,3.333333333,,2.333333333,,,,
302_323.mp4,18.24,0,0,0,0,0,0,,0,,,,
303_309.mp4,34,35,1.086358687,9,7,3,5,,9.333333333,,,,
304_300.mp4,23.92,4,3.152786811,0,0,0,0.25,,0,,,,
305_513.mp4,19.76,50,0.452833779,13,12,13,12.66666667,,0.333333333,,,,
306_278.mp4,17.96,23,0.756961714,5,6,7,6,,1,,,,
307_365.mp4,14.76,5,2.779295504,4,0,0,2,,5.333333333,,,,
308_388.mp4,21.2,42,0.708405832,8,9,14,9.75,,10.33333333,,,,
309_303.mp4,22.84,6,3.655422974,1,2,1,1.25,,0.333333333,,,,
310_196.mp4,17.04,37,0.522998505,13,10,10,11,,3,,,,
311_387.mp4,17.6,48,0.492683801,14,13,15,14,,1,,,,
312_021.mp4,14.36666667,5,4.489723563,2,2,0,2,,1.333333333,,,,
313_283.mp4,32.2,16,2.350558488,4,3,1,2.666666667,,2.333333333,,,,
314_347.mp4,15.26666667,36,0.589756979,11,11,13,11.66666667,,1.333333333,,,,
315_322.mp4,10.43333333,0,0,0,0,0,0,,0,,,,
316_369.mp4,10.66666667,2,2.205301285,2,0,0,1,,1.333333333,,,,
317_359.mp4,15.2,10,2.128776709,4,2,4,3.333333333,,1.333333333,,,,
318_334.mp4,53.56,1,0,0,0,0,0.1,,0,,,,
319_352.mp4,16.84,6,3.385371304,1,3,1,1.666666667,,1.333333333,,,,
320_328.mp4,10.63333333,4,3.81982708,3,0,0,1.5,,3,,,,
321_288.mp4,21.72,0,0,0,0,0,0,,0,,,,
322_315.mp4,10.13333333,1,0,1,0,0,0.5,,0.333333333,,,,
323_302.mp4,35,13,3.073617597,3,1,2,1.857142857,,1,,,,
324_356.mp4,22.32,4,7.654191415,1,1,0,0.75,,0.333333333,,,,
325_492.mp4,11.56666667,29,0.532095517,13,13,0,13,,56.33333333,,,,
326_501.mp4,20.88,6,4.421067905,2,0,2,1.25,,1.333333333,,,,
327_329.mp4,13.83333333,0,0,0,0,0,0,,0,,,,
328_320.mp4,16.8,22,0.991650479,5,7,7,6.333333333,,1.333333333,,,,
329_327.mp4,16.5,0,0,0,0,0,0,,0,,,,
330_162.mp4,22.83333333,1,0,1,0,0,0.25,,0.333333333,,,,
