Video_ID,Video_Time,Blink_count,Ave_count,1st(5 sec),2st(5 sec),3st(5 sec),Avg Time varibale(5 sec),,母體1-3(5 sec) 標準差,
000_003.mp4,12.12,19,0.70256975,7,9,0,8,,3.958719434,
001_870.mp4,18.4,12,1.546517849,2,4,4,3.333333333,,,樣本1-3(5 sec)變異數
002_006.mp4,10.33333333,19,0.498372118,5,13,0,9,,,15.67668512
003_000.mp4,12.12,7,1.928101103,3,3,0,3,,,樣本1-3(5 sec)平均數
004_982.mp4,12.36,16,0.555005662,2,9,0,5.5,,,3.102666667
005_010.mp4,15.4,8,2.37703245,1,2,5,2.666666667,,,
006_002.mp4,10.33333333,4,1.860064745,0,3,0,1.5,,,
007_132.mp4,16.52,1,0,0,0,1,0.333333333,,,
008_990.mp4,12.2,8,1.5903915,3,4,0,3.5,,,
009_027.mp4,10.5,11,1.284594226,4,6,0,5,,,
010_005.mp4,15.4,8,2.162737744,2,4,2,2.666666667,,,
011_805.mp4,17.125,38,0.490577079,12,11,12,11.66666667,,,
012_026.mp4,12.88,3,3.578888535,2,1,0,1.5,,,
013_883.mp4,13.28,0,0,0,0,0,0,,,
014_790.mp4,22.53333333,65,0.473897904,13,14,15,14.25,,,
015_919.mp4,14.56666667,23,0.845578172,13,7,0,10,,,
016_209.mp4,11.23333333,7,2.416087151,3,2,0,2.5,,,
017_803.mp4,11.88,4,3.086603721,2,1,0,1.5,,,
018_019.mp4,14.4,0,0,0,0,0,0,,,
019_018.mp4,14.4,5,2.027393103,2,3,0,2.5,,,
020_344.mp4,15.6,39,0.449966261,13,12,13,12.66666667,,,
021_312.mp4,14.26666667,16,1.184572426,7,6,0,6.5,,,
022_489.mp4,10.83333333,0,0,0,0,0,0,,,
023_923.mp4,22.12,5,4.522500515,1,1,0,1.25,,,
024_073.mp4,12.24,2,12.66335487,1,0,0,0.5,,,
025_067.mp4,17.93333333,2,5.800624609,0,1,1,0.666666667,,,
026_012.mp4,12.88,24,0.61831776,12,8,0,10,,,
027_009.mp4,10.5,7,1.33516252,1,5,0,3,,,
028_068.mp4,13.36666667,1,0,0,0,0,0,,,
029_048.mp4,16.64,1,0,1,0,0,0.333333333,,,
030_193.mp4,9.9,5,0.945079863,0,0,0,0,,,
031_163.mp4,10.13333333,7,2.267281771,5,1,0,3,,,
032_944.mp4,10.33333333,6,2.094297123,5,1,0,3,,,
033_097.mp4,19.12,37,0.584215403,10,9,10,9.666666667,,,
034_590.mp4,13.56666667,10,1.970331404,4,3,0,3.5,,,
035_036.mp4,13.48,0,0,0,0,0,0,,,
036_035.mp4,13.48,10,1.420590719,5,2,0,3.5,,,
037_072.mp4,12.44,6,1.836742163,2,3,0,2.5,,,
038_125.mp4,10.16666667,2,0.765177488,0,2,0,1,,,
039_058.mp4,20.3,34,0.777867324,10,9,7,8.5,,,
040_997.mp4,17.52,3,5.184555173,1,1,1,1,,,
041_063.mp4,13.96,15,1.077013356,5,4,0,4.5,,,
042_084.mp4,14.08333333,19,0.839893182,6,4,0,5,,,
043_110.mp4,16.5,24,0.935327177,7,5,9,7,,,
044_945.mp4,11.16666667,10,1.506652647,7,2,0,4.5,,,
045_889.mp4,13.16,0,0,0,0,0,0,,,
046_904.mp4,11.96666667,1,0,1,0,0,0.5,,,
047_862.mp4,10.63333333,9,1.530450463,2,7,0,4.5,,,
048_029.mp4,16.64,0,0,0,0,0,0,,,
049_946.mp4,12,7,2.440981348,1,2,0,1.5,,,
050_059.mp4,21.2,9,2.763106436,2,1,3,2,,,
051_332.mp4,27.8,50,0.629063845,11,9,6,9,,,
052_108.mp4,10,4,3.358788252,1,3,0,2,,,
053_095.mp4,16.68,2,6.930858612,1,1,0,0.666666667,,,
054_071.mp4,12.26666667,1,0,0,1,0,0.5,,,
055_147.mp4,13.13333333,2,3.059120893,0,2,0,1,,,
056_996.mp4,12.48,29,0.479676238,12,12,0,12,,,
057_070.mp4,14.68,28,0.615235982,8,10,0,9,,,
058_039.mp4,20.3,22,1.174959887,7,8,4,5.5,,,
059_050.mp4,21.2,53,0.450065737,13,12,13,12.5,,,
060_088.mp4,26.6,23,1.268570542,5,5,3,4,,,
061_080.mp4,13.48,14,1.102038072,5,5,0,5,,,
062_066.mp4,14.1,22,0.900075674,9,5,0,7,,,
063_041.mp4,13.96,10,1.240862105,4,3,0,3.5,,,
064_991.mp4,16.08,6,1.929832125,2,3,1,2,,,
065_089.mp4,17.68,18,1.112576835,7,4,6,5.666666667,,,
066_062.mp4,14.1,24,0.759394345,9,6,0,7.5,,,
067_025.mp4,17.93333333,0,0,0,0,0,0,,,
068_028.mp4,13.36666667,2,9.227229357,1,0,0,0.5,,,
069_961.mp4,10.76666667,1,0,0,1,0,0.5,,,
070_057.mp4,14.68,5,2.768115401,1,2,0,1.5,,,
071_054.mp4,12.26666667,14,1.215384465,7,3,0,5,,,
072_037.mp4,12.44,4,2.956609805,2,2,0,2,,,
073_024.mp4,12.24,0,0,0,0,0,0,,,
074_825.mp4,13.8,0,0,0,0,0,0,,,
075_977.mp4,20.43333333,2,1.529314995,2,0,0,0.5,,,
076_079.mp4,10.96666667,2,0.759042263,2,0,0,1,,,
077_100.mp4,16.92,1,0,0,1,0,0.333333333,,,
078_955.mp4,20.92,20,1.226902159,6,5,3,4.5,,,
079_076.mp4,10.96666667,20,0.767441348,13,4,0,8.5,,,
080_061.mp4,13.48,15,0.977042965,5,5,0,5,,,
081_087.mp4,12.36,8,1.196066073,3,5,0,4,,,
082_103.mp4,12.64,5,2.96698314,2,2,0,2,,,
083_213.mp4,12.6,4,3.305374066,1,2,0,1.5,,,
084_042.mp4,22.53333333,17,1.173209071,4,4,4,3.75,,,
085_124.mp4,12.72,1,0,0,1,0,0.5,,,
086_090.mp4,22.9,0,0,0,0,0,0,,,
087_081.mp4,12.36,10,1.449983703,5,3,0,4,,,
088_060.mp4,26.6,40,0.740867132,10,7,5,7.6,,,
089_065.mp4,17.68,24,0.837271732,7,8,6,7,,,
090_086.mp4,22.9,10,1.969033612,0,1,4,2,,,
091_116.mp4,10.9,0,0,0,0,0,0,,,
092_098.mp4,11.96,20,0.679533883,10,9,0,9.5,,,
093_121.mp4,12.83333333,1,0,1,0,0,0.5,,,
094_111.mp4,17.32,39,0.484497252,12,11,12,11.66666667,,,
095_053.mp4,16.68,1,0,1,0,0,0.333333333,,,
096_101.mp4,16.8,0,0,0,0,0,0,,,
097_033.mp4,19.12,36,0.607999986,10,9,8,9,,,
098_092.mp4,11.96,25,0.522791733,12,11,0,11.5,,,
099_295.mp4,16.44,13,2.166833321,3,5,2,3.333333333,,,
100_077.mp4,16.92,7,2.692833265,1,4,1,2,,,
101_096.mp4,16.8,18,1.209531139,4,3,7,4.666666667,,,
102_114.mp4,15.56,39,0.44994732,13,12,13,12.66666667,,,
103_082.mp4,12.64,0,0,0,0,0,0,,,
104_126.mp4,10.93333333,18,0.606117725,5,11,0,8,,,
105_180.mp4,10,5,2.93599999,2,3,0,2.5,,,
106_198.mp4,11.86666667,20,0.810894502,9,7,0,8,,,
107_109.mp4,11.92,9,1.501750052,4,3,0,3.5,,,
108_052.mp4,10,4,1.530667464,4,0,0,2,,,
109_107.mp4,11.92,6,1.647199249,3,2,0,2.5,,,
110_043.mp4,16.5,33,0.679937452,10,8,11,9.666666667,,,
111_094.mp4,17.32,6,3.105104971,2,2,2,2,,,
112_892.mp4,10.36666667,11,1.620199704,6,5,0,5.5,,,
113_983.mp4,16.24,1,0,0,0,1,0.333333333,,,
114_102.mp4,15.56,7,2.579666336,2,2,3,2.333333333,,,
115_939.mp4,10.66666667,9,1.725375205,4,4,0,4,,,
116_091.mp4,10.9,2,0.452998877,0,0,0,0,,,
117_217.mp4,21.92,36,0.677599975,6,6,11,8.25,,,
118_120.mp4,14.08,4,4.770000935,1,2,0,1.5,,,
119_123.mp4,17.31034483,5,5.308749914,2,1,1,1.333333333,,,
120_118.mp4,14.08,18,0.881470624,8,5,0,6.5,,,
121_093.mp4,12.83333333,0,0,0,0,0,0,,,
122_144.mp4,10.65517241,3,3.246498585,2,1,0,1.5,,,
123_119.mp4,16.73333333,3,10.57549977,1,1,0,0.666666667,,,
124_085.mp4,12.72,0,0,0,0,0,0,,,
125_038.mp4,10.16666667,2,3.828027487,1,1,0,1,,,
126_104.mp4,10.93333333,16,0.68693347,5,9,0,7,,,
127_129.mp4,11,5,3.230750799,4,0,0,2,,,
128_896.mp4,21.24,17,0.840812504,0,4,3,4.25,,,
129_127.mp4,11,30,0.504517309,13,14,0,13.5,,,
130_139.mp4,15.12,1,0,1,0,0,0.333333333,,,
131_518.mp4,16.38888889,0,0,0,0,0,0,,,
132_007.mp4,16.52,16,1.226466608,3,6,5,4.666666667,,,
133_148.mp4,15.83333333,0,0,0,0,0,0,,,
134_192.mp4,9.566666667,5,2.292001128,3,0,0,3,,,
135_880.mp4,13.625,30,0.503137983,11,11,0,11,,,
136_285.mp4,12.76666667,1,0,0,1,0,0.5,,,
137_165.mp4,15.48,28,0.563148198,8,12,8,9.333333333,,,
138_142.mp4,16.4,2,3.961999893,0,2,0,0.666666667,,,
139_130.mp4,15.12,1,0,1,0,0,0.333333333,,,
140_143.mp4,16.56,38,0.499756774,11,11,13,11.66666667,,,
141_161.mp4,12.3,0,0,0,0,0,0,,,
142_138.mp4,16.4,2,5.789999962,1,1,0,0.666666667,,,
143_140.mp4,16.56,35,0.546323552,9,11,12,10.66666667,,,
144_122.mp4,10.3,1,0,0,1,0,0.5,,,
145_299.mp4,20.93333333,2,1.978999615,0,1,1,0.5,,,
146_256.mp4,22.75,7,3.989333471,3,0,0,1,,,
147_055.mp4,13.13333333,32,0.567645119,9,14,0,11.5,,,
148_133.mp4,15.83333333,0,0,0,0,0,0,,,
149_152.mp4,12.52,1,0,0,1,0,0.5,,,
150_153.mp4,18.24,9,2.572500736,5,1,0,2,,,
151_225.mp4,10.13333333,1,0,1,0,0,0.5,,,
152_149.mp4,12.52,0,0,0,0,0,0,,,
153_150.mp4,18.24,18,1.16470588,8,3,3,4.666666667,,,
154_386.mp4,14.96666667,12,1.724727609,3,0,0,1.5,,,
155_576.mp4,18.44,0,0,0,0,0,0,,,
156_243.mp4,15.48,3,0.449495673,0,0,0,0,,,
157_245.mp4,13.36,8,1.898856878,6,1,0,3.5,,,
158_379.mp4,11.36666667,23,0.64659071,12,9,0,10.5,,,
159_175.mp4,13,31,0.463234361,13,12,0,12.5,,,
160_928.mp4,12.53333333,0,0,0,0,0,0,,,
161_141.mp4,12.3,1,0,0,1,0,0.5,,,
162_330.mp4,13.56666667,6,1.862400246,2,4,0,3,,,
163_031.mp4,10.13333333,30,0.475724434,15,14,0,14.5,,,
164_216.mp4,19.04,12,1.688272303,3,3,4,3.333333333,,,
165_137.mp4,15.48,5,2.406999946,0,2,3,1.666666667,,,
166_167.mp4,13.64,2,7.961999416,1,1,0,1,,,
167_166.mp4,13.64,0,0,0,0,0,0,,,
168_222.mp4,13.56666667,0,0,0,0,0,0,,,
169_227.mp4,14.7,3,6.502512813,2,0,0,1,,,
170_186.mp4,11.13333333,9,2.492749602,2,5,0,3.5,,,
171_173.mp4,18.03333333,23,0.954454563,5,7,9,7,,,
172_582.mp4,14.36666667,13,1.216166635,5,6,0,5.5,,,
173_171.mp4,18.03333333,14,1.830846273,4,4,4,4,,,
174_964.mp4,13.8,11,1.411499929,6,4,0,5,,,
175_159.mp4,13,18,0.836411574,7,7,0,7,,,
176_190.mp4,11.03333333,3,5.062509775,1,1,0,1,,,
177_211.mp4,16.4,25,0.691875041,8,7,9,8,,,
178_598.mp4,20.84,5,3.409000874,0,3,0,1,,,
179_212.mp4,13.83333333,21,0.913550043,11,5,0,8,,,
180_105.mp4,10,6,2.616801262,1,5,0,3,,,
181_199.mp4,12.26666667,28,0.556740699,11,14,0,12.5,,,
182_242.mp4,11.03333333,0,0,0,0,0,0,,,
183_253.mp4,13,4,3.92999951,2,1,0,1.5,,,
184_205.mp4,12.28,1,0,1,0,0,0.5,,,
185_276.mp4,13.24,4,3.509666999,1,1,0,1,,,
186_170.mp4,11.13333333,5,2.367500126,0,3,0,1.5,,,
187_234.mp4,17.6,35,0.708383189,12,10,9,10.33333333,,,
188_191.mp4,10.33333333,2,4.216970205,2,0,0,1,,,
189_200.mp4,20.48,24,0.991869626,7,7,6,5.75,,,
190_176.mp4,11.03333333,4,3.1329995,2,2,0,2,,,
191_188.mp4,10.33333333,2,5.179002523,2,0,0,1,,,
192_134.mp4,9.566666667,2,7.061000824,1,0,0,1,,,
193_030.mp4,9.9,4,1.914000114,1,0,0,1,,,
194_235.mp4,12.48,12,1.157545306,6,4,0,5,,,
195_442.mp4,13.32,14,0.974079334,6,3,0,4.5,,,
196_310.mp4,15,33,0.52021867,12,8,13,11,,,
197_224.mp4,19.52,13,1.821666797,3,4,2,3,,,
198_106.mp4,11.86666667,22,0.681380919,8,11,0,9.5,,,
199_181.mp4,12.26666667,4,3.501333078,3,1,0,2,,,
200_189.mp4,20.48,10,2.166219234,2,3,1,2.5,,,
201_203.mp4,17.84,5,1.800249159,0,4,1,1.666666667,,,
202_348.mp4,12.92,0,0,0,0,0,0,,,
203_201.mp4,17.84,11,1.741800046,4,4,2,3.333333333,,,
204_230.mp4,12.4,1,0,0,1,0,0.5,,,
205_184.mp4,12.28,1,0,0,1,0,0.5,,,
206_221.mp4,28.56,9,3.700999916,5,0,1,1.6,,,
207_908.mp4,14.41666667,1,0,1,0,0,0.5,,,
208_215.mp4,18.6,0,0,0,0,0,0,,,
209_016.mp4,11.23333333,25,0.559458494,12,13,0,12.5,,,
210_241.mp4,9.733333333,8,1.202000141,7,0,0,7,,,
211_177.mp4,16.4,22,0.808522406,7,7,6,6.666666667,,,
212_179.mp4,13.83333333,16,0.994733143,9,5,0,7,,,
213_083.mp4,12.6,19,0.821500036,13,4,0,8.5,,,
214_255.mp4,15.4,9,2.02274996,4,2,3,3,,,
215_208.mp4,18.6,14,1.367153516,5,5,1,3.666666667,,,
216_164.mp4,19.04,6,1.864000607,2,4,0,2,,,
217_117.mp4,21.92,18,1.831000076,3,4,6,4,,,
218_239.mp4,14.12,23,0.70936358,9,6,0,7.5,,,
219_220.mp4,14,2,6.266002655,1,1,0,1,,,
220_219.mp4,14,2,7.648998737,1,0,0,0.5,,,
221_206.mp4,28.56,0,0,0,0,0,0,,,
222_168.mp4,13.56666667,1,0,1,0,0,0.5,,,
223_586.mp4,5.6,0,0,0,0,0,0,,,
224_197.mp4,19.52,1,0,1,0,0,0.333333333,,,
225_151.mp4,10.13333333,0,0,0,0,0,0,,,
226_491.mp4,10.93333333,11,1.489799953,5,5,0,5,,,
227_169.mp4,14.7,19,1.103388786,6,8,0,7,,,
228_289.mp4,22.24,10,2.343333668,1,2,3,2,,,
229_247.mp4,15.68,0,0,0,0,0,0,,,
230_204.mp4,12.4,7,1.185500224,3,4,0,3.5,,,
231_663.mp4,12.64,15,0.973428471,7,4,0,5.5,,,
232_248.mp4,16.53333333,7,1.695171595,0,3,4,2.333333333,,,
233_995.mp4,18.26666667,24,0.894130354,8,11,4,7.666666667,,,
234_187.mp4,17.6,26,0.907879877,7,7,9,7.666666667,,,
235_194.mp4,12.48,9,1.666749984,4,3,0,3.5,,,
236_237.mp4,26.04,16,1.566066806,4,5,3,3.2,,,
237_236.mp4,26.04,15,1.710071734,7,3,1,3,,,
238_282.mp4,23.76,5,5.422499537,1,1,0,0.75,,,
239_218.mp4,14.12,12,1.373636571,5,5,0,5,,,
240_290.mp4,14.06666667,24,0.796347774,10,6,0,8,,,
241_210.mp4,9.733333333,22,0.583523796,13,0,0,13,,,
242_182.mp4,11.03333333,0,0,0,0,0,0,,,
243_156.mp4,15.48,12,1.212090731,5,3,0,4,,,
244_822.mp4,11.88,4,3.741332531,3,1,0,2,,,
245_157.mp4,13.36,4,4.805666685,1,1,0,1,,,
246_258.mp4,16.53333333,0,0,0,0,0,0,,,
247_229.mp4,15.68,8,1.991855962,2,4,2,2.666666667,,,
248_232.mp4,16.53333333,4,6.971666733,2,0,2,1.333333333,,,
249_280.mp4,20.2,46,0.596688742,3,13,14,11.25,,,
250_461.mp4,22.56,1,0,0,0,1,0.25,,,
251_375.mp4,13.84,3,1.197499514,1,2,0,1.5,,,
252_266.mp4,18.6,43,0.489428594,13,12,12,12.33333333,,,
253_183.mp4,13,21,0.806949973,11,8,0,9.5,,,
254_261.mp4,17.08,7,2.104828517,0,5,1,2,,,
255_214.mp4,15.4,19,1.042722397,8,5,6,6.333333333,,,
256_146.mp4,22.75,10,2.493333207,2,2,0,1.25,,,
257_420.mp4,30.52,39,0.9018945,9,7,8,6.333333333,,,
258_246.mp4,16.53333333,7,3.546828588,3,1,2,2,,,
259_345.mp4,16.92,11,1.691800117,5,3,2,3.333333333,,,
260_331.mp4,12.08,1,0,0,0,0,0,,,
261_254.mp4,17.08,1,0,1,0,0,0.333333333,,,
262_301.mp4,15.88,6,2.718000126,3,1,2,2,,,
263_284.mp4,10,6,1.941399527,4,2,0,3,,,
264_271.mp4,15.16666667,17,1.101062447,7,6,4,5.666666667,,,
265_475.mp4,13.48,11,1.611399794,5,4,0,4.5,,,
266_252.mp4,18.6,32,0.661580993,12,8,6,8.666666667,,,
267_286.mp4,10.2,12,1.142636538,6,6,0,6,,,
268_269.mp4,12.9,28,0.631629917,13,9,0,11,,,
269_268.mp4,12.9,0,0,0,0,0,0,,,
270_297.mp4,12.44,28,0.503222139,11,11,0,11,,,
271_264.mp4,15.16666667,12,1.655727126,4,5,3,4,,,
272_396.mp4,10.76666667,12,1.302181786,6,4,0,5,,,
273_807.mp4,10.73333333,1,0,1,0,0,0.5,,,
274_412.mp4,15.8,4,3.26399978,1,1,2,1.333333333,,,
275_887.mp4,13.56,0,0,0,0,0,0,,,
276_185.mp4,13.24,8,1.709996189,3,3,0,3,,,
277_335.mp4,12.8,39,0.465052623,15,15,0,15,,,
278_306.mp4,17.96,19,0.957444363,3,4,9,5.333333333,,,
279_298.mp4,18.96666667,4,2.16033419,1,3,0,1.333333333,,,
280_249.mp4,20.2,8,3.608856985,3,1,2,1.75,,,
281_474.mp4,9.866666667,19,0.654777792,11,0,0,11,,,
282_238.mp4,23.76,11,2.28159976,4,1,5,2.5,,,
283_313.mp4,16.03333333,7,2.505166968,3,1,3,2.333333333,,,
284_263.mp4,10,25,0.745583415,10,15,0,12.5,,,
285_136.mp4,12.76666667,31,0.537766774,15,12,0,13.5,,,
286_267.mp4,10.2,24,0.544999952,12,12,0,12,,,
287_426.mp4,11.16666667,0,0,0,0,0,0,,,
288_321.mp4,21.72,1,0,0,0,0,0.25,,,
289_228.mp4,22.24,15,1.783348918,2,2,2,2.5,,,
290_240.mp4,14.06666667,10,1.920316431,4,1,0,2.5,,,
291_874.mp4,11,13,1.496794959,8,4,0,6,,,
292_294.mp4,14.16666667,5,2.935973108,1,3,0,2,,,
293_296.mp4,13.44,16,0.960117165,9,3,0,6,,,
294_292.mp4,14.16666667,3,2.940720558,0,1,0,0.5,,,
295_099.mp4,16.44,2,7.269968748,0,1,1,0.666666667,,,
296_293.mp4,13.44,3,6.323488355,2,0,0,1,,,
297_270.mp4,12.44,1,0,0,1,0,0.5,,,
298_279.mp4,18.96666667,16,1.449164931,4,4,3,3.666666667,,,
299_145.mp4,20.93333333,0,0,0,0,0,0,,,
300_304.mp4,23.92,10,2.575467534,4,1,2,2.25,,,
301_262.mp4,15.88,10,1.810546663,3,1,4,2.666666667,,,
302_323.mp4,18.24,0,0,0,0,0,0,,,
303_309.mp4,22.84,9,2.729684919,1,2,1,1.75,,,
304_300.mp4,23.92,13,1.931340237,4,3,2,3,,,
305_513.mp4,19.76,42,0.535510226,11,10,11,10.66666667,,,
306_278.mp4,17.96,7,2.565301418,2,2,2,2,,,
307_365.mp4,14.76,25,0.660118808,7,7,0,7,,,
308_388.mp4,16.73333333,2,10.80292034,0,1,1,0.666666667,,,
309_303.mp4,22.84,12,1.83699558,4,5,1,3,,,
310_196.mp4,15,34,0.479154637,11,11,12,11.33333333,,,
311_387.mp4,12.26666667,29,0.592891872,12,13,0,12.5,,,
312_021.mp4,14.26666667,8,2.245062113,4,3,0,3.5,,,
313_283.mp4,16.03333333,7,3.576408108,3,1,2,2,,,
314_347.mp4,13.76666667,26,0.694576149,11,7,0,9,,,
315_322.mp4,10.13333333,2,4.323868752,2,0,0,1,,,
316_369.mp4,10.66666667,10,1.320229636,5,5,0,5,,,
317_359.mp4,15.2,4,5.805545092,2,1,1,1.333333333,,,
318_334.mp4,19,0,0,0,0,0,0,,,
319_352.mp4,16.84,10,1.698008855,5,3,2,3.333333333,,,
320_328.mp4,10.63333333,12,1.05442758,3,8,0,5.5,,,
321_288.mp4,21.72,3,1.463472962,0,0,0,0.5,,,
322_315.mp4,10.13333333,0,0,0,0,0,0,,,
323_302.mp4,18.24,27,0.740949576,10,6,6,7.333333333,,,
324_356.mp4,22.32,44,0.581701744,10,9,8,9.5,,,
325_492.mp4,11.56666667,30,0.528997257,15,12,0,13.5,,,
326_501.mp4,20.88,14,1.675630093,5,3,3,3.25,,,
327_329.mp4,13.83333333,5,3.858265042,3,1,0,2,,,
328_320.mp4,10.63333333,12,1.262766383,6,5,0,5.5,,,
329_327.mp4,13.83333333,1,0,0,1,0,0.5,,,
330_162.mp4,13.56666667,6,2.554304075,3,3,0,3,,,
