檔案名稱,影片秒數,眨眼次數,平均間隔眨眼秒數,,平均眨眼次數,平均平均間隔眨眼秒數
000.mp4,15.84,9,1.898395211,,18.135,1.84649968
001.mp4,18.4,11,1.441584611,,,
002.mp4,23.1,53,0.629911487,,,
003.mp4,12.12,28,0.509106203,,,
004.mp4,12.36,13,0.936296841,,,
005.mp4,15.4,6,2.133560467,,,
006.mp4,10.33333333,15,0.779904468,,,
007.mp4,20.2,26,0.968871956,,,
008.mp4,25.48,19,1.47141793,,,
009.mp4,19.6,47,0.636686403,,,
010.mp4,18.96,18,1.38532682,,,
011.mp4,26.33333333,14,1.824088592,,,
012.mp4,14.52,9,1.871873617,,,
013.mp4,13.28,0,0,,,
014.mp4,22.53333333,48,0.709568135,,,
015.mp4,14.56666667,23,0.861512043,,,
016.mp4,22.6,16,2.029321496,,,
017.mp4,13.26666667,18,1.186936869,,,
018.mp4,14.4,20,1.149704544,,,
019.mp4,46.16666667,4,15.40991974,,,
020.mp4,15.6,38,0.538441729,,,
021.mp4,14.36666667,35,0.634430037,,,
022.mp4,10.83333333,1,0,,,
023.mp4,22.12,0,0,,,
024.mp4,12.24,6,2.194760084,,,
025.mp4,24.9,0,0,,,
026.mp4,12.88,17,0.900958404,,,
027.mp4,10.5,5,1.891432285,,,
028.mp4,14.46666667,1,0,,,
029.mp4,16.64,0,0,,,
030.mp4,9.9,9,1.243792236,,,
031.mp4,16.06666667,23,1.095275109,,,
032.mp4,10.33333333,11,1.349247718,,,
033.mp4,32.36,78,0.536011163,,,
034.mp4,13.56666667,24,0.884756835,,,
035.mp4,16.92,1,0,,,
036.mp4,13.48,9,2.034046143,,,
037.mp4,18.16,3,5.418164372,,,
038.mp4,10.16666667,1,0,,,
039.mp4,20.3,13,2.600249867,,,
040.mp4,21.92,5,6.428316474,,,
041.mp4,13.96,18,0.946407613,,,
042.mp4,22.53333333,20,0.872595925,,,
043.mp4,16.5,32,0.835191442,,,
044.mp4,11.16666667,8,2.285130365,,,
045.mp4,14,3,8.835444808,,,
046.mp4,16.8,5,4.235927105,,,
047.mp4,10.63333333,9,1.91122672,,,
048.mp4,19.4,18,0.945002093,,,
049.mp4,12,7,2.710238695,,,
050.mp4,21.2,53,0.48128863,,,
051.mp4,28.68,27,1.247863953,,,
052.mp4,10.76666667,4,5.903440555,,,
053.mp4,16.68,0,0,,,
054.mp4,12.26666667,12,1.520759019,,,
055.mp4,13.13333333,25,0.770838569,,,
056.mp4,14.92,19,0.79990081,,,
057.mp4,17.24,10,1.727990468,,,
058.mp4,22.3,64,0.493659678,,,
059.mp4,28.84,44,0.798765842,,,
060.mp4,33.76,63,0.647524849,,,
061.mp4,13.48,18,0.768168996,,,
062.mp4,14.1,8,2.4517591,,,
063.mp4,37.2,27,1.599715306,,,
064.mp4,16.08,26,0.682126598,,,
065.mp4,17.68,32,0.6867737,,,
066.mp4,14.5,43,0.467147146,,,
067.mp4,17.93333333,5,6.214560509,,,
068.mp4,13.36666667,1,0,,,
069.mp4,25.8,22,1.794652099,,,
070.mp4,14.68,22,0.826449122,,,
071.mp4,15.1,8,3.019634587,,,
072.mp4,12.44,7,2.004759391,,,
073.mp4,28.12,0,0,,,
074.mp4,13.8,3,5.307711601,,,
075.mp4,20.43333333,3,9.829888225,,,
076.mp4,10.96666667,12,1.446513913,,,
077.mp4,24.44,0,0,,,
078.mp4,20.92,8,3.410981655,,,
079.mp4,14.13333333,8,2.978094271,,,
080.mp4,19.32,14,1.660913889,,,
081.mp4,46.8,28,1.937532301,,,
082.mp4,12.64,3,4.122933388,,,
083.mp4,18.16666667,39,0.881934216,,,
084.mp4,15.625,21,1.156098127,,,
085.mp4,13.16,10,1.538480759,,,
086.mp4,31.16666667,7,6.292631308,,,
087.mp4,12.36,2,5.403545618,,,
088.mp4,26.6,10,3.186161889,,,
089.mp4,30.04,39,1.005115302,,,
090.mp4,22.9,8,1.972487518,,,
091.mp4,21.3,5,7.293520093,,,
092.mp4,18.4,46,0.541588773,,,
093.mp4,12.83333333,0,0,,,
094.mp4,22.36,4,3.601864179,,,
095.mp4,40.24,26,1.631865215,,,
096.mp4,16.8,0,0,,,
097.mp4,19.12,44,0.550344229,,,
098.mp4,11.96,28,0.51742091,,,
099.mp4,24.52,23,1.649614464,,,
100.mp4,16.92,9,2.049141705,,,
101.mp4,38.26666667,13,4.407849967,,,
102.mp4,15.56,39,0.484590625,,,
103.mp4,23.8,7,4.13179791,,,
104.mp4,15.4,21,1.072112012,,,
105.mp4,10,9,1.83712545,,,
106.mp4,11.86666667,17,0.768785432,,,
107.mp4,22.24,22,1.326455309,,,
108.mp4,10,10,1.712359799,,,
109.mp4,11.92,2,7.172008276,,,
110.mp4,18.83333333,36,0.833652803,,,
111.mp4,17.32,41,0.532042235,,,
112.mp4,13.93333333,13,2.122032424,,,
113.mp4,33.64,8,3.504796812,,,
114.mp4,50.76,17,2.954376712,,,
115.mp4,10.66666667,31,0.540771031,,,
116.mp4,10.9,5,3.068518698,,,
117.mp4,21.92,16,1.729631408,,,
118.mp4,14.08,33,0.505929917,,,
119.mp4,16.73333333,1,0,,,
120.mp4,16.2,4,5.965761423,,,
121.mp4,23.04166667,5,7.138055801,,,
122.mp4,10.3,13,0.898993731,,,
123.mp4,17.72413793,10,2.624004205,,,
124.mp4,12.72,1,0,,,
125.mp4,16.66666667,7,3.087775588,,,
126.mp4,10.93333333,17,0.733090088,,,
127.mp4,28.8,18,2.482580858,,,
128.mp4,29.4,43,0.904471278,,,
129.mp4,11,32,0.552283418,,,
130.mp4,26.48,5,5.818707049,,,
131.mp4,20.4,0,0,,,
132.mp4,16.52,5,2.063809514,,,
133.mp4,25.56666667,2,0.812864065,,,
134.mp4,11.53333333,4,2.840318282,,,
135.mp4,13.625,33,0.570773274,,,
136.mp4,20.36666667,32,0.947772726,,,
137.mp4,24.24,37,0.854057431,,,
138.mp4,16.4,0,0,,,
139.mp4,15.12,3,1.564910173,,,
140.mp4,19.4,46,0.550556405,,,
141.mp4,16.93333333,4,6.053163608,,,
142.mp4,38.48,51,0.934299364,,,
143.mp4,16.56,36,0.581485585,,,
144.mp4,11.86206897,6,2.249588537,,,
145.mp4,31.66666667,0,0,,,
146.mp4,41.79166667,57,0.920538583,,,
147.mp4,22.23333333,51,0.634669986,,,
148.mp4,15.83333333,17,1.231743664,,,
149.mp4,14.52,5,4.200318813,,,
150.mp4,18.24,13,1.550037841,,,
151.mp4,11.56666667,0,0,,,
152.mp4,12.52,0,0,,,
153.mp4,29.28,24,1.441805373,,,
154.mp4,19.8,10,2.253062275,,,
155.mp4,33.16,2,27.65804172,,,
156.mp4,20.72,8,1.064512934,,,
157.mp4,19.44,15,1.369520392,,,
158.mp4,14.8,37,0.629393392,,,
159.mp4,13,32,0.502353022,,,
160.mp4,17.8,1,0,,,
161.mp4,12.3,4,2.182176987,,,
162.mp4,22.83333333,31,1.176356053,,,
163.mp4,10.13333333,20,0.875233901,,,
164.mp4,40.84,13,3.735251427,,,
165.mp4,15.48,13,0.950020313,,,
166.mp4,30.24,15,2.368865728,,,
167.mp4,13.64,0,0,,,
168.mp4,40.93333333,5,8.988094747,,,
169.mp4,21.63333333,13,2.508029819,,,
170.mp4,16.8,12,2.732101224,,,
171.mp4,18.03333333,10,2.904727459,,,
172.mp4,25.06666667,74,0.500446829,,,
173.mp4,24.03333333,29,1.271825143,,,
174.mp4,6.9,3,0.817537904,,,
175.mp4,20.16,41,0.616297752,,,
176.mp4,12.53333333,3,6.231048107,,,
177.mp4,16.4,20,1.005403845,,,
178.mp4,20.84,19,1.213109149,,,
179.mp4,42,126,0.47916153,,,
180.mp4,18.96666667,11,2.647360802,,,
181.mp4,15.93333333,41,0.567581189,,,
182.mp4,20.66666667,1,0,,,
183.mp4,13,10,1.310221487,,,
184.mp4,50.16,3,7.429916978,,,
185.mp4,35,5,7.938664854,,,
186.mp4,11.13333333,17,1.198283598,,,
187.mp4,32.86666667,75,0.675751151,,,
188.mp4,10.33333333,6,2.768048429,,,
189.mp4,20.48,23,1.140140317,,,
190.mp4,11.03333333,11,1.841543126,,,
191.mp4,12.4,6,3.577990246,,,
192.mp4,9.566666667,10,1.597600142,,,
193.mp4,12.4,10,2.568650749,,,
194.mp4,22.68,13,2.071619908,,,
195.mp4,13.32,13,1.120464385,,,
196.mp4,17.04,25,0.823283126,,,
197.mp4,35.2,12,3.01819227,,,
198.mp4,13.06666667,38,0.485554012,,,
199.mp4,12.26666667,17,1.042887613,,,
200.mp4,28.76,36,0.999714879,,,
201.mp4,34.52,10,4.505977339,,,
202.mp4,12.92,10,0.826530695,,,
203.mp4,17.84,15,1.540432555,,,
204.mp4,17.16666667,11,2.311119795,,,
205.mp4,12.28,0,0,,,
206.mp4,28.56,0,0,,,
207.mp4,14.41666667,4,5.470495462,,,
208.mp4,18.6,3,4.636460423,,,
209.mp4,11.23333333,34,0.530607267,,,
210.mp4,27.96666667,71,0.570799708,,,
211.mp4,21.08,48,0.556868766,,,
212.mp4,13.83333333,4,2.093918403,,,
213.mp4,12.6,7,1.691097816,,,
214.mp4,15.4,19,1.193113671,,,
215.mp4,23.52,22,1.302761135,,,
216.mp4,19.04,8,2.425526381,,,
217.mp4,28.08,40,1.021762285,,,
218.mp4,14.12,20,0.873430842,,,
219.mp4,14,8,2.092924935,,,
220.mp4,14.28,2,15.85618734,,,
221.mp4,28.72,0,0,,,
222.mp4,13.56666667,1,0,,,
223.mp4,5.6,8,1.913382939,,,
224.mp4,19.52,6,4.456391382,,,
225.mp4,10.13333333,1,0,,,
226.mp4,10.93333333,17,0.920357376,,,
227.mp4,14.7,21,1.072888577,,,
228.mp4,22.24,4,9.415679852,,,
229.mp4,15.68,1,0,,,
230.mp4,12.4,4,4.294317961,,,
231.mp4,22.92,45,0.61039024,,,
232.mp4,19.13333333,9,1.689565778,,,
233.mp4,22.5,27,1.274496601,,,
234.mp4,17.6,4,4.169470628,,,
235.mp4,12.48,20,0.671674239,,,
236.mp4,26.04,24,1.346676992,,,
237.mp4,30.28,30,1.117450122,,,
238.mp4,24.88,21,1.437789655,,,
239.mp4,23.52,9,2.227598011,,,
240.mp4,42.46666667,60,1.068524357,,,
241.mp4,9.733333333,8,1.293428762,,,
242.mp4,11.03333333,0,0,,,
243.mp4,15.48,32,0.47924574,,,
244.mp4,22.28,7,4.381322463,,,
245.mp4,13.36,8,1.604185138,,,
246.mp4,16.53333333,1,0,,,
247.mp4,15.96,4,4.865864197,,,
248.mp4,16.53333333,6,4.453925562,,,
249.mp4,21.06666667,33,0.988470852,,,
250.mp4,22.56,23,1.080270865,,,
251.mp4,13.84,8,2.568643297,,,
252.mp4,22.88,56,0.466425692,,,
253.mp4,16.7,10,2.35785826,,,
254.mp4,17.08,6,2.775845385,,,
255.mp4,15.66666667,16,1.611177556,,,
256.mp4,22.75,4,4.973969142,,,
257.mp4,30.52,33,1.162912965,,,
258.mp4,16.6,11,2.479772758,,,
259.mp4,17.76,39,0.579195794,,,
260.mp4,12.08,10,1.540097528,,,
261.mp4,27.08,2,32.92279863,,,
262.mp4,15.88,5,3.733499408,,,
263.mp4,10,16,0.94092927,,,
264.mp4,15.16666667,26,0.83795167,,,
265.mp4,22.08,9,4.017458469,,,
266.mp4,18.6,45,0.532727843,,,
267.mp4,10.2,21,0.71687125,,,
268.mp4,48.83333333,86,0.877214,,,
269.mp4,12.9,14,0.949574012,,,
270.mp4,12.44,31,0.515351756,,,
271.mp4,16.33333333,6,3.185117054,,,
272.mp4,10.76666667,23,0.728551453,,,
273.mp4,10.73333333,5,3.476279378,,,
274.mp4,15.8,0,0,,,
275.mp4,16.96,0,0,,,
276.mp4,13.24,10,1.713812272,,,
277.mp4,32.2,97,0.527246418,,,
278.mp4,17.96,15,1.565784267,,,
279.mp4,30.2,6,4.550492001,,,
280.mp4,20.2,13,1.861331503,,,
281.mp4,10.3,26,0.580353413,,,
282.mp4,23.76,8,3.480188744,,,
283.mp4,32.2,80,0.604332776,,,
284.mp4,16.1,15,1.945910726,,,
285.mp4,12.76666667,13,1.599422812,,,
286.mp4,22.26666667,43,0.824474658,,,
287.mp4,15.83333333,11,2.351318574,,,
288.mp4,21.72,2,6.468953133,,,
289.mp4,23.88,44,0.701451568,,,
290.mp4,14.06666667,13,1.686922053,,,
291.mp4,11,14,1.472027063,,,
292.mp4,14.16666667,5,3.717911303,,,
293.mp4,30.32,28,1.232596115,,,
294.mp4,20.13333333,13,2.475350877,,,
295.mp4,16.44,5,3.213007689,,,
296.mp4,13.44,1,0,,,
297.mp4,15.6,10,1.929498381,,,
298.mp4,18.96666667,35,0.726176718,,,
299.mp4,20.93333333,0,0,,,
300.mp4,23.92,10,3.020261765,,,
301.mp4,30.52,23,1.641242515,,,
302.mp4,35,0,0,,,
303.mp4,22.84,31,0.792096162,,,
304.mp4,24.4,16,2.092202632,,,
305.mp4,33.72,85,0.521758437,,,
306.mp4,29.12,12,2.681952021,,,
307.mp4,15.12,16,1.20136563,,,
308.mp4,16.73333333,37,0.674413787,,,
309.mp4,34,3,1.529464841,,,
310.mp4,15,37,0.499949151,,,
311.mp4,12.26666667,34,0.552842176,,,
312.mp4,14.26666667,10,1.973199076,,,
313.mp4,16.03333333,10,2.143540621,,,
314.mp4,13.76666667,35,0.606008347,,,
315.mp4,10.13333333,1,0,,,
316.mp4,18.86666667,4,6.528123776,,,
317.mp4,22.73333333,23,1.551161051,,,
318.mp4,19,0,0,,,
319.mp4,28.68,50,0.758021111,,,
320.mp4,16.8,16,1.63259778,,,
321.mp4,22.68,1,0,,,
322.mp4,10.43333333,5,3.525185347,,,
323.mp4,18.24,8,2.912053585,,,
324.mp4,49.96,6,9.020536184,,,
325.mp4,47.36666667,117,0.630834064,,,
326.mp4,36.56,61,0.799042197,,,
327.mp4,16.5,1,0,,,
328.mp4,10.63333333,14,1.206582069,,,
329.mp4,13.83333333,14,1.474622231,,,
330.mp4,13.56666667,5,2.541399896,,,
331.mp4,18.76,12,1.498629982,,,
332.mp4,27.8,59,0.630009532,,,
333.mp4,14.3,43,0.48527461,,,
334.mp4,53.56,1,0,,,
335.mp4,12.8,17,1.215339765,,,
336.mp4,20.28,9,2.401182294,,,
337.mp4,13.24,27,0.580886144,,,
338.mp4,35.56,27,1.695990562,,,
339.mp4,15.23333333,19,1.275485251,,,
340.mp4,9.766666667,5,3.993676126,,,
341.mp4,27.56666667,13,3.148224672,,,
342.mp4,12.08,10,1.614584128,,,
343.mp4,11.96,3,6.772290587,,,
344.mp4,25.24,52,0.577798493,,,
345.mp4,16.92,19,1.069588767,,,
346.mp4,20.5,8,3.658226286,,,
347.mp4,15.26666667,7,2.208845059,,,
348.mp4,16.56,0,0,,,
349.mp4,18.84,12,1.723337954,,,
350.mp4,16.2,5,4.780870318,,,
351.mp4,22.8,63,0.536669447,,,
352.mp4,16.84,15,1.285143018,,,
353.mp4,11.93333333,9,2.342975974,,,
354.mp4,15.33333333,11,2.212031698,,,
355.mp4,16.63333333,13,1.868847966,,,
356.mp4,22.32,53,0.537537391,,,
357.mp4,11.53333333,34,0.482078942,,,
358.mp4,17.8,0,0,,,
359.mp4,15.2,13,1.811786652,,,
360.mp4,15.4,26,0.808527279,,,
361.mp4,15.16666667,33,0.736561984,,,
362.mp4,15.16666667,4,3.500278552,,,
363.mp4,18.92,48,0.513398318,,,
364.mp4,25.92,65,0.515314441,,,
365.mp4,14.76,37,0.487333993,,,
366.mp4,16.16,0,0,,,
367.mp4,25.96,0,0,,,
368.mp4,25.36666667,54,0.740155976,,,
369.mp4,10.66666667,3,5.989448786,,,
370.mp4,13.2,8,2.847522395,,,
371.mp4,28.72,3,11.57466328,,,
372.mp4,19.44,2,3.538197517,,,
373.mp4,24.08,34,0.893059116,,,
374.mp4,23.44,34,0.943904205,,,
375.mp4,14.12,0,0,,,
376.mp4,20.6,12,1.660884294,,,
377.mp4,13.26666667,29,0.693753966,,,
378.mp4,25.36666667,4,2.805252632,,,
379.mp4,11.36666667,24,0.683424701,,,
380.mp4,15.16666667,0,0,,,
381.mp4,23.12,4,8.279530764,,,
382.mp4,12.52,7,2.525083582,,,
383.mp4,15.5,9,3.367799342,,,
384.mp4,18.48,7,4.487347523,,,
385.mp4,11.63333333,5,3.411012948,,,
386.mp4,14.96666667,26,1.181018858,,,
387.mp4,17.6,7,3.54678305,,,
388.mp4,21.2,0,0,,,
389.mp4,12.56,8,2.490735906,,,
390.mp4,33.70833333,15,2.994861637,,,
391.mp4,21.88,4,4.35712266,,,
392.mp4,49.86666667,59,1.241427598,,,
393.mp4,23.16,11,2.603306484,,,
394.mp4,16.8,3,3.839705944,,,
395.mp4,14.93333333,36,0.630987113,,,
396.mp4,17.5,21,1.294391346,,,
397.mp4,11.83333333,25,0.965221584,,,
398.mp4,23.28,29,0.944695149,,,
399.mp4,28.73333333,0,0,,,
400.mp4,14.28,8,1.705280576,,,
401.mp4,16.4,40,0.657130859,,,
402.mp4,14.1,20,1.416783446,,,
403.mp4,23.56666667,71,0.478656973,,,
404.mp4,31.92,27,1.425899643,,,
405.mp4,21.24,10,2.844845348,,,
406.mp4,20.48,8,3.493007728,,,
407.mp4,20.16,30,0.629229578,,,
408.mp4,12.24,21,0.699201345,,,
409.mp4,14.44,19,0.810480515,,,
410.mp4,15.3,21,1.341901207,,,
411.mp4,17.63333333,12,2.516235872,,,
412.mp4,19.06666667,14,2.046172564,,,
413.mp4,15.16,2,7.350636482,,,
414.mp4,19.56666667,37,0.930182291,,,
415.mp4,18.76666667,37,0.703228606,,,
416.mp4,12.52,31,0.536234339,,,
417.mp4,28.7,6,8.086017084,,,
418.mp4,13.29166667,0,0,,,
419.mp4,8.116666667,43,0.600199807,,,
420.mp4,45.04,108,0.526033243,,,
421.mp4,41.52,76,0.733359556,,,
422.mp4,10.53333333,13,1.602992018,,,
423.mp4,72.56,21,3.820505273,,,
424.mp4,12.44,1,0,,,
425.mp4,11.2,27,0.671245447,,,
426.mp4,11.16666667,0,0,,,
427.mp4,9.36,0,0,,,
428.mp4,18,10,1.759798262,,,
429.mp4,18.28,43,0.509397603,,,
430.mp4,11.9,6,3.235510015,,,
431.mp4,20.53333333,33,0.984917425,,,
432.mp4,12,1,0,,,
433.mp4,21.28,29,0.967735742,,,
434.mp4,11.23333333,9,1.995944828,,,
435.mp4,19.04,15,1.731048277,,,
436.mp4,17.26666667,4,3.470844348,,,
437.mp4,23.72,25,1.195714513,,,
438.mp4,18.06666667,0,0,,,
439.mp4,15.4,7,3.033922672,,,
440.mp4,16.76,37,0.574192537,,,
441.mp4,10.16666667,19,0.832387381,,,
442.mp4,14.2,16,1.311902587,,,
443.mp4,45.84,23,1.864042954,,,
444.mp4,14.56666667,13,1.355344554,,,
445.mp4,42.12,100,0.53502786,,,
446.mp4,16.92,28,1.036861888,,,
447.mp4,10.86666667,14,0.847626888,,,
448.mp4,17.6,5,3.522726834,,,
449.mp4,10.2,5,1.675197184,,,
450.mp4,25.8,11,3.897690225,,,
451.mp4,12.76666667,38,0.52822635,,,
452.mp4,20.2,8,4.115505219,,,
453.mp4,21.5,6,5.697425461,,,
454.mp4,12.8,3,8.504382014,,,
455.mp4,14.8,14,1.316373018,,,
456.mp4,24.32,0,0,,,
457.mp4,21.12,8,2.236145462,,,
458.mp4,14.625,17,0.882431269,,,
459.mp4,17.53333333,19,1.527806401,,,
460.mp4,21.33333333,15,1.747309327,,,
461.mp4,24.48,0,0,,,
462.mp4,19.5,23,1.274310535,,,
463.mp4,12.6,20,0.778940565,,,
464.mp4,16.16,18,1.015811387,,,
465.mp4,10.96666667,7,2.503913641,,,
466.mp4,11.13333333,2,1.9926579,,,
467.mp4,14.1,4,5.05913043,,,
468.mp4,23.88,23,1.229706287,,,
469.mp4,13.8,38,0.541109182,,,
470.mp4,36.2,45,1.068696174,,,
471.mp4,21.6,13,2.383081992,,,
472.mp4,19.16,1,0,,,
473.mp4,22.96,29,0.915208084,,,
474.mp4,9.866666667,1,0,,,
475.mp4,13.48,12,1.151902134,,,
476.mp4,12.4,24,0.540284789,,,
477.mp4,12.16666667,7,2.100622018,,,
478.mp4,24.96666667,14,2.822009894,,,
479.mp4,16.26666667,0,0,,,
480.mp4,19.4,1,0,,,
481.mp4,13.8,8,2.782206501,,,
482.mp4,11.8,16,0.955890958,,,
483.mp4,12.5,2,0.483946562,,,
484.mp4,10.63333333,23,0.708040454,,,
485.mp4,26.76666667,61,0.635146983,,,
486.mp4,22.56,3,1.082830906,,,
487.mp4,10.63333333,10,1.392799271,,,
488.mp4,17.26666667,45,0.534655804,,,
489.mp4,18.86666667,4,6.917137941,,,
490.mp4,25.4,30,1.33576047,,,
491.mp4,14.23333333,11,0.945001054,,,
492.mp4,11.56666667,32,0.567736003,,,
493.mp4,15.8,27,0.774667511,,,
494.mp4,32.08,16,2.716196426,,,
495.mp4,22.92,35,0.867001765,,,
496.mp4,49.86666667,17,2.065650851,,,
497.mp4,20.7,48,0.690052103,,,
498.mp4,12.68,25,0.681213071,,,
